Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26,2022-08-02,2022-08-09,2022-08-16,2022-08-23,2022-08-30,2022-09-06,2022-09-13,2022-09-20,2022-09-27
Metropolitana,13.0,San Ramon,13131.0,86510.0,4.642857143,1.666666667,1.526315789,1.526315789,2.148148148,1.96,1.133333333,1.8,2.083333333,1.260869565,0.875,1.511111111,1.393442623,1.436619718,0.883333333,2.132075472,1.634920635,1.5,3.069767442,1.65625,1.527272727,1.78125,1.488888889,2.025862069,1.766666667,1.75257732,2.075117371,1.967741935,1.374468085,2.494736842,2.115879828,1.870833333,2.28042328,1.436305732,1.588850174,1.990196078,1.808259587,1.822966507,2.10625,3.494623656,3.083333333,2.7,2.1,2.326923077,3.14893617,2.735294118,3.588235294,3.518518519,2.384615385,2.6666666666666665,1.7894736842105263,3.0285714285714285,4.166666666666667,2.847826086956522,2.171875,4.155555555555556,2.6142857142857143,3.517857142857143,2.3970588235294117,3.8,3.638888888888889,3.3846153846153846,3.2,-,0,3.588235294117647,2.75,1.4148936170212767,0.6692913385826772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Vitacura,13132.0,96774.0,0.769230769,2.604651163,1.222222222,2.722222222,1.292682927,1.520833333,2.413793103,1.2,1.923076923,1.729166667,1.178571429,1.655172414,1.415384615,1.71875,1.191558442,1.285714286,1.951807229,1.442622951,1.14516129,1.393939394,1.459016393,1.662337662,1.247787611,1.346774194,1.5,0.953947368,3.50867052,3.855072464,1.645714286,1.886075949,1.692307692,1.698198198,3.082608696,2.413559322,2.061904762,2.756302521,1.923273657,2.228682171,1.856410256,2.321917808,3.214285714,2.890410959,1.780487805,2.681818182,2.271028037,2.341772152,3.12962963,2.738461538,9.054054054,10.625,7.571428571428571,3,2.5844155844155843,3.6630434782608696,3.415929203539823,2.1538461538461537,2.2222222222222223,2.3866666666666667,3.3095238095238093,6.94,4.96875,3.65,4.9,6.3,4.3,2.594059405940594,1.7119341563786008,1.18058690744921,0.8591160220994475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Puente Alto,13201.0,645909.0,2.68159204,2.402985075,1.707509881,2.016,2.169421488,2.144230769,2.593220339,2.069852941,2.223880597,1.826923077,1.589130435,1.781038375,2.409214092,1.824207493,1.908767773,1.94402277,1.887195122,2.034591195,1.739051095,1.870748299,1.856418919,1.800670017,1.439476554,1.334548769,1.489168414,1.169156884,1.657714844,1.651450512,1.807415606,1.923185674,1.664881749,1.714705882,1.918918919,1.870778267,1.73392283,1.824738114,1.768115942,1.937254902,1.757388316,1.563041386,1.791549296,1.866504854,1.836185819,2.914590747,2.573643411,2.658273381,2.402654867,3.152046784,2.984,3.1641791044776117,2.608,3.619047619047619,3.184971098265896,2.8550724637681157,2.8274932614555257,2.602536997885835,2.6336996336996337,2.8091603053435112,2.7436708860759493,3.4927884615384617,3.5688073394495414,3.181434599156118,4,3.9,3.3,3.8091603053435112,3.0821917808219177,1.5833333333333333,0.6793930494371023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Pirque,13202.0,30433.0,3.727272727,2.714285714,2.75,0.857142857,1.076923077,3,1.666666667,1.4,1.571428571,2.923076923,2.458333333,2,1.324324324,1.791666667,1.470588235,1.794871795,1.918367347,1.654545455,1.765625,1.714285714,1.5625,2.035714286,1.814814815,2.075757576,1.746710526,1.435185185,0.701298701,1.115702479,1.130681818,1.20610687,1.546296296,1.081967213,1.165467626,1.119047619,1.105769231,1.241573034,1.343589744,1.170886076,1.547619048,1.683333333,1.612903226,1.545454545,1.826086957,4.125,4.965517241,3.222222222,2.866666667,2.6,2.857142857,6.5,3.5,3.1666666666666665,1.7,1.9,2.9375,1.2857142857142858,3.5,2.225806451612903,4.818181818181818,6.088235294117647,4.92,5.277777777777778,3,12.5,4.7,7.1,4.3125,1.868421052631579,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Jose de Maipo,13203.0,18644.0,6.666666667,0.444444444,2.785714286,9.5,2.444444444,5,1.5,2,2.666666667,3,1.666666667,0.6,1.75,1.047619048,1.4,1.875,1.416666667,1.666666667,2.777777778,2.357142857,1.390243902,1.774193548,1.260869565,0.888888889,1.675,1.324324324,2.073170732,1.675324675,2.181818182,1.494252874,0.941176471,0.553846154,0.705882353,1.277108434,1.216216216,1.533333333,1.336956522,4.5,2.727272727,1.6,3.416666667,3.8,3.5,5.4,3.5,2.833333333,2.666666667,3.222222222,10.66666667,5.166666666666667,3.2,4.142857142857143,3.3333333333333335,2,2.4,4.6,2.6666666666666665,2.5416666666666665,3.933333333333333,1.9166666666666667,2.8181818181818183,3.5,5,-,0,29,2.5,1,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Colina,13301.0,180353.0,2.583333333,2.264705882,2.057142857,2.127659574,2.058823529,2.590909091,3.8,2.125,2.821428571,1.5,3.05,2.444444444,2.548387097,3.62962963,2.728571429,2.278350515,2.179245283,2.415730337,2.266666667,3.2,3.042105263,2.533333333,2.013333333,1.723404255,2.158940397,1.734126984,2.014285714,1.708333333,2.008902077,2.444794953,2.101796407,2.028301887,2.122015915,1.880630631,1.825291181,1.939873418,1.975328947,2.002020202,2.405835544,2.442687747,2.511961722,2.531531532,2.214953271,4.042253521,4.212765957,3.341463415,2.967741935,3.783783784,3.857142857,2.8333333333333335,1.9268292682926829,1.8846153846153846,2.4871794871794872,2.7857142857142856,2.7058823529411766,2.5925925925925926,2.1553398058252426,2.76158940397351,2.899497487437186,3.80672268907563,3.2666666666666666,3.5641025641025643,3.2,3,3.9,3.673469387755102,2.7818181818181817,1.4752475247524752,0.7412398921832885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Lampa,13302.0,126898.0,2.2,2.277777778,2.416666667,3.142857143,1.136363636,4.1875,3.785714286,5.888888889,2.307692308,3.307692308,2.846153846,2.448275862,5,2.65625,2.575,3.571428571,2.295081967,2.692307692,3.666666667,2.173913043,2.065217391,1.967213115,2.219178082,2.633333333,2.102564103,2.062992126,2.214765101,2.098958333,2.25,1.873873874,2.175531915,2.128654971,1.85046729,1.796407186,2.016042781,2.137096774,2.129411765,2.417777778,3.225,2.987012987,3.478873239,2.983333333,2.684210526,3.653846154,3.433333333,3.214285714,5,5.333333333,5.7,8.6,4.2,3.2222222222222223,2.5833333333333335,5,3.5714285714285716,3.3333333333333335,2.8194444444444446,3.287037037037037,2.66,3.8247422680412373,4.2063492063492065,2.982456140350877,5.1,5.1,4.3,3.127659574468085,3.3620689655172415,1.398936170212766,0.8238805970149253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Tiltil,13303.0,21477.0,2.75,-,-,1.25,2.4,2.181818182,2.75,2,2.5,1.727272727,2.25,4.8,1,2.083333333,1.2,2.75,3.571428571,3,1.666666667,2.833333333,2.352941176,2.172413793,2.631578947,1.631578947,2.461538462,1.508196721,0.886363636,0.43877551,2.461538462,1.553191489,2.5,2.923076923,1.722222222,1.489795918,2.421052632,2.934782609,2.24137931,2.680851064,2.421052632,3.642857143,2.428571429,2.041666667,5,2.857142857,5.25,4.666666667,2.833333333,1.75,2.666666667,3,0,2.8,4,2.2857142857142856,3.25,2.15,1.8,2.076923076923077,5.428571428571429,2.037037037037037,3.263157894736842,2.5714285714285716,1.9,4.7,19,3.3333333333333335,4.818181818181818,2.3,0.6538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Bernardo,13401.0,334836.0,2.177777778,2.148648649,2.103448276,1.588235294,1.708029197,1.454545455,1.594202899,1.807692308,1.723076923,2.053571429,1.598039216,1.595890411,1.756944444,1.879194631,1.688372093,1.641434263,1.627906977,1.633053221,1.611111111,1.331325301,1.548104956,1.610526316,1.509433962,1.402597403,1.483383686,-,1.87106599,1.774624374,1.587743733,1.750437828,1.604459125,2.055447471,1.762360447,1.95845998,1.765893792,1.839669421,1.789026275,2.025396825,2.073094868,2.31547619,2.476712329,3.016042781,2.19138756,2.653846154,1.950819672,2.131147541,2.2,2.595959596,4.032258065,3.411764705882353,2.6507936507936507,3.094488188976378,3.1704545454545454,3.024793388429752,2.946308724832215,2.8267326732673266,2.83739837398374,3.1298701298701297,3.193050193050193,3.168141592920354,3.815950920245399,3.556603773584906,3.7,3.7,4.2,5.120689655172414,3.5867768595041323,1.3866279069767442,0.8416547788873039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Buin,13402.0,109641.0,0.884615385,2.75862069,3.457142857,1.954545455,4.944444444,4.8125,3.086956522,6.409090909,4.931034483,3.967741935,5.16,5.642857143,4.222222222,4.975308642,5.222222222,4.220779221,3.558823529,4.775700935,4.637254902,4.212121212,4.282828283,3.81372549,3.21875,3.340782123,4.054644809,3.027559055,3.56504065,4.087649402,2.866666667,3,2.881118881,3.094262295,3.236749117,2.742857143,2.819444444,2.518987342,2.473967684,2.855361596,2.910447761,2.873417722,4.152380952,2.8375,3.1,3.074626866,3.436363636,3.03125,4.065217391,4.029411765,3.866666667,3.096774193548387,4.380952380952381,7.217391304347826,4.666666666666667,2.4390243902439024,3.0588235294117645,3.8969072164948453,2.701923076923077,2.9693877551020407,3.4424778761061945,4.838235294117647,3.9855072463768115,3.6610169491525424,4.3,3.1,2.5,5.097560975609756,4.402985074626866,1.4683544303797469,0.7844311377245509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Calera de Tango,13403.0,28525.0,2,1,2.25,-,3.875,3,1.764705882,8,3.666666667,1.428571429,1.666666667,3.2,13,1,2.272727273,2.5,1.655172414,2.375,4.1875,3.043478261,2.388888889,3.470588235,3.454545455,2.072727273,2.245283019,1.969230769,1.852459016,1.288135593,2.603448276,1.529411765,2.285714286,2.594594595,1.902777778,2.473684211,2.5625,2.114285714,1.971428571,1.909090909,2.574074074,2.092307692,4.25,2.05,1.375,2,1.705882353,1.176470588,0,1.666666667,1.5625,5.833333333333333,3.642857142857143,3.642857142857143,4.333333333333333,2.7142857142857144,2.8125,3.183673469387755,2.5,4.666666666666667,3.75,3.7142857142857144,5.625,3.2857142857142856,4,9.3,5,5.818181818181818,4.142857142857143,2.52,0.6140350877192983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Paine,13404.0,82766.0,1.1875,3,1.205882353,1.317073171,1.617021277,2,1.633333333,2.882352941,2.322580645,1.071428571,2.148148148,1.193548387,1.644067797,1.981132075,1.704918033,2.763157895,2.2265625,1.893333333,2.266666667,2.586206897,3.057692308,1.677777778,1.359550562,2,1.85625,1.446236559,2.447761194,1.699453552,1.545851528,2.16,1.691964286,2.003891051,1.847750865,1.035897436,1.398734177,1.535175879,1.565110565,2.446511628,2.366120219,2.859649123,2.211764706,2.333333333,2.471698113,2.166666667,2.088888889,2.333333333,3.545454545,2.90625,3.689655172,3.48,5.818181818181818,5.117647058823529,3.5555555555555554,3.5217391304347827,2.2432432432432434,3.381818181818182,2.1416666666666666,4.029411764705882,3.246153846153846,4.468085106382978,4.454545454545454,4.212121212121212,3.7,4,4.2,2.3076923076923075,2.287878787878788,1.406015037593985,0.946969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Melipilla,13501.0,141612.0,2.709302326,2.757575758,2.153846154,2.157894737,2.636363636,2.558823529,2.48,2.367346939,3.157894737,2.402985075,2.328571429,2.769230769,2.571428571,4.369565217,2.773333333,3.428571429,3.296296296,2.823529412,3.214285714,2.919117647,2.829113924,2.876470588,2.5,2.515981735,2.419708029,2.037333333,2.612426036,2.024449878,2.188405797,2.58781362,2.034749035,2.214035088,2.647222222,2.265402844,2.407129456,2.420849421,2.638497653,2.878289474,2.639344262,2.932642487,3.231788079,2.440677966,2.942028986,2.76056338,2.484848485,3.465517241,4.257142857,2.621621622,3.888888889,4.125,3.2222222222222223,3.0384615384615383,2.425531914893617,2.938775510204082,3.3793103448275863,2.9302325581395348,2.6363636363636362,2.5258620689655173,3.119565217391304,3.4705882352941178,3.6231884057971016,3.136986301369863,3.5,3.2,3.8,3.90625,2.0588235294117645,1.1672862453531598,0.5763546798029556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Alhue,13502.0,7405.0,1.875,1.6,1,2.357142857,2.4,2.25,0.75,2.4,3.2,4,-,-,1.6,3.5,2,6.5,3.5,1.5,2.444444444,2.727272727,3.444444444,5.666666667,6.2,5.142857143,1.666666667,1.081632653,2.90625,3.03125,2.483870968,5.5,2.142857143,1.590909091,2.105263158,2.875,1.75,2.565217391,2.5,2.066666667,1.578947368,1.875,2.117647059,2.473684211,2.75,4.666666667,5.333333333,0.5,4,4,-,-,-,2.5,-,2.6666666666666665,2.75,2,3.3333333333333335,2.1333333333333333,4.142857142857143,2.375,2.4,0.16666666666666666,-,-,0,2,2.3333333333333335,2.235294117647059,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Curacavi,13503.0,36430.0,-,2.2,3,0.833333333,2.142857143,3,1.9,3.461538462,4.625,2.666666667,3,2.68,2.823529412,2.066666667,2.28125,3.173913043,2.611111111,1.347826087,2.5,3.538461538,3.285714286,3.058823529,1.979591837,2.740740741,2.149425287,1.881188119,2.137254902,2.715789474,2.082352941,1.719512195,1.706896552,2.043478261,1.973333333,2.513157895,2.009433962,2.346666667,1.992857143,1.886178862,1.695652174,1.890909091,1.210526316,1.48,2.65,2.472222222,1.558823529,2.555555556,2.1875,2.823529412,2.818181818,2.5454545454545454,3.1,3.4375,2.3846153846153846,3.1538461538461537,2.95,2.484848484848485,1.5277777777777777,2.326530612244898,3.2916666666666665,3.2291666666666665,3.6666666666666665,3.2857142857142856,2.5,-,0,14.5,2.5142857142857142,1.4086956521739131,0.5808080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Maria Pinto,13504.0,14926.0,0.25,-,2,-,3,1.2,0.5,3.8,5.333333333,2.5,2.3,3.714285714,2.636363636,2.545454545,2.681818182,3.086956522,4,4.086956522,3.157894737,2.705882353,4.285714286,3.583333333,2.625,3,2.151515152,1.808219178,3.18,2.4,2.138461538,2.253012048,1.985714286,2.4,1.78125,2.466666667,2.388235294,2.71,2.430232558,2.650793651,3.428571429,2.078431373,3.2,2.85,2.409090909,7.5,3.08,3.761904762,2.727272727,4.75,3.388888889,4.285714285714286,3.1666666666666665,2.3333333333333335,2.75,4.5,3.95,1.8888888888888888,2.2,-,-,3.2142857142857144,3.6818181818181817,4.2,4.1,-,0,4.75,2.2857142857142856,2.135135135135135,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Pedro,13505.0,11953.0,1,-,-,1.8,0.882352941,0.121212121,0.833333333,3,3.5,-,-,-,1,1,-,3,3,-,3.75,2.6,2.4,1.071428571,1.5,2.2,1.75,1.964285714,2.107142857,1.179487179,1.675675676,0.986486486,2.269230769,1.280701754,1.104166667,0.671641791,1.296296296,1.903225806,1.44,2.388888889,1.615384615,1.826086957,1,1.666666667,2,2.75,1.75,1.8,1.333333333,1,1.5,2.4,-,-,-,0.5,2,1.4166666666666667,2.0526315789473686,1.3333333333333333,0.9166666666666666,0.9285714285714286,0.7272727272727273,0.4,2.5,1.2,-,-,1.5,0.38461538461538464,0.36065573770491804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Talagante,13601.0,81838.0,3.2,2.714285714,2.571428571,2.666666667,2.315789474,3.034482759,3.037037037,2.5,4,2.9,2.083333333,0,2.785714286,2.078947368,1.825,2.816326531,2.930232558,3.075471698,2.894736842,2.743589744,2.878787879,2.698113208,2.377358491,2.366972477,2.762589928,2.363636364,1.8,1.80620155,1.917808219,2.161616162,2.738095238,2.262626263,2.107913669,1.4,1.615384615,1.960629921,2.551020408,2.546666667,2.396551724,1.984375,2.821428571,4,6.5,2.48,4.75,1.833333333,2.666666667,2.363636364,2.466666667,4.538461538461538,3.473684210526316,3.9166666666666665,4.12,5.928571428571429,2.1333333333333333,3.246153846153846,3.2253521126760565,3.188888888888889,3.9402985074626864,3.2884615384615383,3.8297872340425534,4.142857142857143,7.7,3.2,4.9,4.666666666666667,2.7142857142857144,1.4126984126984128,0.5444839857651246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,El Monte,13602.0,40014.0,1.882352941,1.75,2.277777778,2,2.071428571,2.2,2,7,4.4,15,1.166666667,2.538461538,1.692307692,1.75,1.171428571,2.352941176,2.25,1.9375,1.555555556,1.32,1.125,1.583333333,1.242424242,1.382978723,1.064516129,0.82278481,1.44,0.848275862,1.393442623,0.994736842,1.733870968,1.704081633,1.700934579,1.571428571,1.855932203,2.844444444,1.852713178,2.523809524,3.44,3.2,3.097560976,1.566666667,1.958333333,1.62962963,3.2,3.142857143,1.2,-,2.466666667,2.7142857142857144,3.111111111111111,2.2777777777777777,3.5833333333333335,1.9545454545454546,2.1363636363636362,1.8076923076923077,1.4313725490196079,3.5555555555555554,2.5675675675675675,2.8055555555555554,2.875,2.8666666666666667,2.6,3.5,10.8,3.1578947368421053,2.35,1.6521739130434783,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,1.730769231,2.173913043,1.026315789,1.9375,1.362318841,1.44,2.857142857,3.25,4.444444444,3,2.6,1.117647059,1.8,2.611111111,1.620689655,2.896551724,1.355932203,2.327272727,1.891891892,1.755102041,1.297297297,1.823529412,1.555555556,1.620689655,2.169491525,2.019417476,2.038216561,1.563106796,1.253588517,1.359756098,1.482014388,1.616161616,2.118181818,2.596899225,3.704697987,2.831325301,2.867549669,3.369047619,3.414285714,3.288461538,2.414634146,3.071428571,2.45,2.181818182,2.666666667,3.625,2.8,2.666666667,3,3,2.3333333333333335,2.5714285714285716,2.388888888888889,2.259259259259259,3.0714285714285716,2.696969696969697,2.0851063829787235,2.806451612903226,2.8703703703703702,2.8055555555555554,2.8666666666666667,2.210526315789474,5.2,4.7,4.1,5.2,2.5517241379310347,2.3174603174603177,1.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Padre Hurtado,13604.0,74188.0,3.576923077,1.709677419,2.285714286,2.87804878,4.347826087,4.181818182,2.125,2.4,2.846153846,2.666666667,4.571428571,1.935483871,3.37037037,3.102040816,2.770833333,2.857142857,2.813559322,3.243243243,3.418604651,2.569230769,2.25974026,3.370967742,3.551282051,2.39869281,2.67768595,2.590163934,2.126315789,2.265217391,2.434285714,2.686666667,2.466165414,2.480314961,2.731543624,2.801242236,2.512605042,2.155172414,2.56,2.160377358,2.220472441,3.209302326,3.770491803,3.135135135,3.342857143,3.75862069,2.714285714,3.121212121,2.208333333,3.130434783,3.909090909,7.166666666666667,6.454545454545454,3.129032258064516,2.925925925925926,4.633333333333334,2.9482758620689653,2.308333333333333,3.090909090909091,3.402439024390244,2.935185185185185,3.5232558139534884,4.260869565217392,3.727272727272727,3.9,3.5,4.5,3.4545454545454546,4.896551724137931,1.6372549019607843,0.624113475177305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13.0,Penaflor,13605.0,101058.0,2.583333333,2.875,2.666666667,3,1.740740741,2.96,1.476190476,3.888888889,2.375,2.681818182,2.045454545,2.58677686,3.48,2.487179487,2.661538462,2.181818182,2.065789474,2.406779661,2.038461538,2.6875,2.822580645,2.480519481,1.962616822,1.943181818,2.009756098,1.857142857,2.074418605,1.600806452,2.097142857,1.932126697,1.885057471,1.870466321,2.096153846,2.160493827,1.946540881,1.94084507,1.756676558,1.856088561,1.813953488,2.196850394,2.191666667,2.223880597,2.24,2.555555556,2.053571429,3.603773585,3.840909091,2.862068966,3.409090909,5.083333333333333,5.857142857142857,3.740740740740741,3.1777777777777776,3.481012658227848,2.5051546391752577,2.913793103448276,2.607142857142857,2.7142857142857144,2.418032786885246,2.7142857142857144,3.690909090909091,2.306122448979592,3.8,-,0,3.5,3.566666666666667,1.6752136752136753,0.5895765472312704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Rios,14.0,Valdivia,14101.0,176774.0,2.142857143,2.699029126,2.316326531,2.238410596,2.651428571,1.871485944,1.677740864,1.628820961,1.803652968,1.72826087,2.2625,1.840764331,1.4,1.053191489,1.445698166,1.642038217,1.615487316,1.735795455,2.180422265,2.928074246,2.761806982,2.479389313,2.362842893,2.644171779,2.448314607,2.4140625,2.487518355,2.664804469,2.585542169,2.551724138,2.537704918,2.602787456,2.781767956,2.462921348,2.838834951,3.530042918,2.748700173,2.896788991,2.904639175,3.247272727,2.709251101,3.071428571,2.935,3.824,4.072916667,3.743243243,2.788461538,5.1,5.85,4.9411764705882355,4.153846153846154,4.5625,5.857142857142857,3.25531914893617,4.344262295081967,5.737373737373737,5.285714285714286,6.610526315789474,5.816037735849057,5.2727272727272725,4.924623115577889,3.5528846153846154,3.4,4.1,4,3.9144144144144146,3.615,3.2367688022284122,1.5060893098782138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
