Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26,2022-08-02,2022-08-09,2022-08-16,2022-08-23,2022-08-30,2022-09-06,2022-09-13,2022-09-20,2022-09-27
Valparaiso,5.0,Llaillay,5703.0,26533.0,0.727272727,0.95,1.4375,3.2,3.277777778,1.727272727,2.642857143,5,2.25,6.166666667,4.4,3.857142857,3.5,3.8125,2.52173913,1.692307692,1.615384615,5.666666667,2.75,2.714285714,3,2.363636364,2,2.185185185,1.898550725,2.280701754,1.593023256,1.481927711,1.9375,2.622222222,2.944444444,2.434782609,2.815789474,1.642857143,2.418181818,3.85106383,2.106557377,2.535211268,3.106796117,2.714285714,2.697674419,4.019230769,1.660377358,1.826086957,2.111111111,2.875,3.6,6.5,1.857142857,-,-,3,2.6666666666666665,3.2,7.705882352941177,5.8,4,5.818181818181818,3.5555555555555554,5.2,5.285714285714286,4.6,6.3,5.3,5.5,3.1666666666666665,8,3.235294117647059,1.4776119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Panquehue,5704.0,7633.0,-,-,0.5,-,1,4.5,1,1.5,-,-,3.5,-,3,-,1.625,4.6,2,4.222222222,5.142857143,4,2.571428571,2.714285714,3,2.3,6.75,5.2,4.72,3.625,2.7,3.625,2.1875,2.375,2.947368421,4.363636364,3.708333333,4.214285714,2.8,3.55,4.294117647,5.777777778,5.6,3,4,3.5,7,-,4.5,3.6,4.25,3.25,-,-,7,4.571428571428571,5.2,6.25,2.5,3,0.5,-,-,4,2,3.5,1.8,-,7,5.714285714285714,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Putaendo,5705.0,17645.0,3.7,1.75,1.714285714,-,5,11,2.307692308,6.166666667,9,2,4,6,10,3.846153846,8.125,7,3,7.285714286,2.625,3.625,2.916666667,1.823529412,3.266666667,4.85,3.8,3.421052632,3.916666667,2.959183673,3.925,3.25,3.46875,3.962962963,3,3.555555556,4.46875,3.229508197,3.703703704,3.775510204,2.85106383,3.285714286,4.666666667,5.4,3.333333333,4.375,3.333333333,4.090909091,4.6,7.75,7,2,2,-,2.5,2.8333333333333335,6,3.9,7.333333333333333,2.7222222222222223,3.3684210526315788,6.142857142857143,3.75,12,7.5,2.7,5,7,-,2.090909090909091,2.5588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Santa Maria,5706.0,16367.0,1.833333333,1.454545455,1.5,9,1.666666667,5.428571429,5.75,15.33333333,6.142857143,7,4.875,20,2.5,2.555555556,3.444444444,1.769230769,3.545454545,3.666666667,3,3.136363636,7,2.526315789,4.625,6.8,4.375,3.8,2.739130435,2.297297297,2.296296296,4.210526316,2.3,4.325,2.867924528,2.913043478,2.754098361,3.375,3.12962963,2.650793651,3.3125,3.022727273,3.733333333,3.545454545,2.529411765,4.666666667,6.4,4,4.272727273,8,-,-,2,27,7.5,5.571428571428571,9.333333333333334,8,5,-,-,7.5,2.8333333333333335,3,4.1,-,0,1.5,4.666666666666667,4.4375,1.0980392156862746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Quilpue,5801.0,167085.0,2.37755102,3.3125,2.712643678,3.313253012,3.211764706,2.426829268,3.625,4.790697674,3.142857143,3.207317073,3.821428571,3.415730337,2.904109589,3.683168317,2.694581281,2.830508475,3.311827957,3.473684211,4.468253968,5.543307087,3.397515528,3.622009569,3.513636364,2.882165605,3.249329759,2.917030568,2.909297052,3.123222749,3.149882904,3.474860335,3.018018018,3.028673835,3.117647059,3.3507109,3.257234727,3.142857143,3.132467532,3.596541787,3.370242215,3.138613861,2.934782609,3,3.746987952,4.540983607,3.530612245,3.132075472,3.75,4.48,5.608695652,7.733333333333333,4.928571428571429,5.533333333333333,3.727272727272727,3.1346153846153846,3.238095238095238,4.440366972477064,3.6923076923076925,-,-,3.546153846153846,4.16,5.741573033707865,5.4,-,0,4.568627450980392,3.5677966101694913,1.826797385620915,0.9258589511754068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Limache,5802.0,49931.0,2.857142857,10,3,-,3.75,4,4,3.5,3.333333333,2.833333333,2,3.6,3.571428571,5.6,2.714285714,1.777777778,2.533333333,3.125,7.571428571,2.090909091,3.8,4.3125,2.066666667,3.485714286,2.928571429,2.608695652,2.723404255,3.282051282,2.697674419,2.925925926,3.086956522,2.414634146,2.536585366,2.045454545,3.5,2.689655172,3.906976744,3.72972973,4.428571429,2.913043478,3.727272727,5.6,2.75,4.6,3,4.666666667,3,3.2,2,2,7,9,10.5,6.4,3,2.75,2.4166666666666665,3.7857142857142856,2.372093023255814,2.806451612903226,3.9523809523809526,5.6875,13.4,5.4,2.7,4.55,4.090909090909091,2.3076923076923075,0.8208955223880597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Olmue,5803.0,19266.0,1.454545455,3.5,3.636363636,2.571428571,9,-,4,0.5,0.333333333,3.25,3.2,8.166666667,2.285714286,5.5,5.333333333,3.5625,3.777777778,2.03125,3.111111111,3.9375,3.304347826,4.8125,3.571428571,2.666666667,2.11627907,2.765625,2.69047619,2.571428571,3.179487179,2.432432432,2.204081633,3.520833333,3.744186047,4.392156863,2.357142857,2.254545455,2.87755102,2.735849057,3,2.681818182,2.9,5,2.724137931,3.666666667,2.655172414,4.176470588,3.8,2,3,3,4.5,6,1.5,-,3,10.666666666666666,2.7142857142857144,6.1,5.333333333333333,5.823529411764706,4.933333333333334,18,3.6,-,0,4.545454545454546,3.375,1.7674418604651163,0.9782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Villa Alemana,5804.0,139310.0,2.185185185,2.21875,3.027777778,3.056338028,3.136363636,3.181818182,2.413793103,3.347826087,4.080645161,3.327272727,2.462686567,3.2,3.681818182,3.076923077,3.011976048,2.952380952,2.760869565,3.48,4.135338346,4.440677966,4.113043478,4.34751773,3.267080745,2.527196653,2.428571429,2.239506173,2.672922252,2.794285714,2.717460317,2.640506329,2.916030534,3.034632035,2.974137931,3.158730159,2.678571429,3.254901961,2.804878049,3.153571429,3.589353612,3.549222798,2.885869565,3.587628866,3.123287671,4.317073171,2.864864865,4.84,5.047619048,2.833333333,3.909090909,7.5,8.083333333333334,4.357142857142857,3.6842105263157894,4.2592592592592595,5.565217391304348,3.450980392156863,2.69811320754717,3.540983606557377,3.5555555555555554,3.15929203539823,3.763157894736842,5.962962962962963,6.3,5.4,4.8,5.372093023255814,3.7162162162162162,2.134831460674157,1.0051150895140666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Rancagua,6101.0,265211.0,2.117370892,2.15,2.410714286,2.912751678,2.885245902,2.459259259,3.028846154,2.939130435,3.136363636,3.120300752,2.987096774,2.718918919,3.276595745,3.297560976,2.653125,2.858381503,2.81498829,3.281622912,3.075709779,2.867069486,2.746031746,2.718934911,2.889447236,2.819502075,2.522364217,2.845132743,2.573676681,2.629581152,2.655538695,2.8980322,2.490076336,2.546021841,2.795180723,2.667741935,2.690541781,2.52016129,2.669781931,2.660194175,2.620985011,2.888217523,3.055776892,2.819548872,2.527559055,3.516129032,3.555555556,2.8,2.784946237,3.308641975,3.776119403,4.185185185185185,3.7346938775510203,5.566037735849057,4.6875,4.022222222222222,4.617886178861789,4.280254777070064,3.823529411764706,4.5038167938931295,4.633136094674557,4.37037037037037,5.394736842105263,4.141025641025641,5.1,5.2,6,5.224137931034483,3.9304347826086956,2.954098360655738,1.2776243093922652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Codegua,6102.0,14096.0,4.181818182,1.80952381,0.952380952,3.4,0.555555556,3.5,5,2.333333333,1.8,0.5,7.333333333,10,3.666666667,2.125,3.842105263,2.3,3.5,4.090909091,4.714285714,2.8,4.083333333,3.25,2.583333333,5.111111111,3.129032258,2.457142857,2.145454545,2.54,3.666666667,2.87037037,2.608695652,2.651162791,3.111111111,2.725,2.911764706,2.676923077,3.666666667,2.921052632,4.684210526,2.80952381,6.571428571,2.2,3.333333333,8.5,2.5,6.6,2.777777778,-,5,19,1.5,8,1.75,3.8333333333333335,5,4.625,3.6,8.8,2.4166666666666665,4.6,10,6,8,3.1,5.7,3,5.333333333333333,2.6,1.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Coinco,6103.0,7831.0,-,4.666666667,2,12,8,4.5,3,3,11,5.5,2.636363636,4,2,3,-,4.25,2.454545455,3.857142857,10.66666667,5.333333333,2.142857143,5.6,2,2.142857143,2.666666667,5.5,3.5,4.875,9.5,6,4.222222222,1.769230769,3.545454545,3.133333333,3.4,4.263157895,2.8,2.636363636,7,4.666666667,3.857142857,2.666666667,4.333333333,-,3,3,3.5,-,-,3,15,-,-,-,13,21,-,3,4.444444444444445,11,6,8,-,4,-,-,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Coltauco,6104.0,21263.0,3.75,2.083333333,2.166666667,3.166666667,7,1.4,3.111111111,2.454545455,2.3125,2.179487179,2.9375,3.444444444,2.181818182,2,3.571428571,4.2,3.318181818,2.592592593,2.421052632,2.416666667,2.095238095,2.52173913,2.3125,2.72,2.416666667,3.121212121,1.5,2.65,2.742857143,2.612903226,2.935483871,3.08,2.95,2.6875,2.277777778,2.4375,2.416666667,2.631578947,3.058823529,5.428571429,2.166666667,6,0.571428571,-,4,1.333333333,1,2,2,5,7,5,0.3333333333333333,-,-,3,3,2.75,2,5.5,4,-,19,7,1,-,5.2,3.25,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Donihue,6105.0,22700.0,1.923076923,2.47826087,2.653846154,2.266666667,2.428571429,3.928571429,3.2,5.4,3.857142857,3.176470588,3.911764706,3.235294118,4.444444444,3.8,2.513513514,3.653846154,3.275862069,4.615384615,3.142857143,3.863636364,2.918918919,2.939393939,2.372093023,2.733333333,3.256410256,2.785714286,2.536585366,2.41509434,3.09375,2.71875,2.195121951,2.702702703,3.238095238,2.5,2.842857143,2.581395349,3.485714286,2.596491228,3.96969697,2.037037037,2.727272727,2.461538462,4.363636364,3.333333333,2.4,6,4,1.6,4.666666667,6.25,3.787878787878788,2.6666666666666665,3,4.666666666666667,5.666666666666667,5.333333333333333,3.7142857142857144,9.5,8,7.75,6.333333333333333,5.5,9,-,0,3.7142857142857144,3.6666666666666665,2.857142857142857,1.3611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Graneros,6106.0,36504.0,3,1.75,4,3.666666667,1.428571429,1.666666667,2.222222222,2.076923077,3,0.5,1.333333333,5.666666667,3,3.166666667,2.461538462,2.612903226,2.9,1.972222222,2.176470588,2.538461538,1.346153846,2.421052632,1.357142857,2.44,2.323076923,3.358974359,2.272727273,2.149425287,2.922077922,2.25,1.64516129,2.288888889,2.155172414,2.64,2.4,1.546511628,2.652777778,3.835616438,4.351351351,5.3125,2.52,2.111111111,3.571428571,3.25,6,1,-,0,0,-,5,4,-,2.6666666666666665,2.6666666666666665,2.4,1.7647058823529411,3.4,5.071428571428571,11,7.2,13,1.8,8.7,4.2,3.642857142857143,4.411764705882353,2.574074074074074,0.8837209302325582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Las Cabras,6107.0,26749.0,3.380952381,3.421052632,3.434782609,4.481481481,3.535714286,5.833333333,2.4,3.25,4.277777778,2.090909091,5.5,4.5625,2.375,4.236842105,3.609375,4.642857143,4.852941176,3.866666667,3.648648649,3.026315789,3.739130435,3.578947368,3.486486486,2.96,2.783783784,3.215686275,4.34375,4.282051282,3.50617284,3.027777778,2.968421053,3.063291139,3.043165468,3.455284553,3.118811881,2.75,3.272727273,3.355555556,3.476190476,2.509433962,3.517241379,2.857142857,4.4,2.583333333,5.25,3.333333333,1,6,3.444444444,5,0.3333333333333333,2.5,11,23,7,2.5833333333333335,2.9565217391304346,5.15,3.5483870967741935,8.6,4.75,6.066666666666666,2.5,4,4,4.875,5.0588235294117645,3.7254901960784315,2.1458333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Machali,6108.0,59913.0,3.384615385,3.363636364,1.727272727,3.6,4.8,3,5,7.25,3.222222222,3.454545455,4.444444444,2.684210526,2.272727273,1.75,2.652173913,6.2,4.25,3.027777778,4.888888889,4.227272727,3.592592593,2.740740741,2.877192982,2.897959184,2.072727273,2.542372881,3.035714286,3.661290323,2.972222222,2.424242424,2.683333333,2.246753247,3.405063291,3.139534884,3.012195122,2.984375,3.494252874,2.471264368,2.816666667,2.733333333,3.041666667,3,2.214285714,3.533333333,4.444444444,2.333333333,4,1.875,3.363636364,3.0714285714285716,1.5555555555555556,6.133333333333334,3.1666666666666665,4.875,4.6,6,3.5555555555555554,7.041666666666667,5.375,6.117647058823529,8.23076923076923,3.739130434782609,3.5,-,0,7.25,3.8285714285714287,2.589041095890411,1.4809160305343512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Malloa,6109.0,14163.0,2.4,3.6,4.285714286,3.454545455,1.923076923,5.666666667,2.166666667,3.666666667,1.285714286,3.642857143,7,20,1.666666667,13,3.866666667,3,3.4375,3.96,3.875,2.571428571,4.090909091,6.25,2.4375,3.75,3.392857143,2.714285714,2.43902439,2.272727273,2.742857143,2.425,2.176470588,3.192307692,1.970149254,2.846153846,2.061538462,2.056338028,2.763157895,2.68,2.818181818,2.916666667,4.25,1.2,-,2,3,-,3.8,3.833333333,3.25,4.5,-,4,-,1.5,9,2.6,3.8461538461538463,7.25,7.666666666666667,30,6,6,5.5,5.8,2.3,9.5,5,2.5,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Mostazal,6110.0,27462.0,2.846153846,4.4,2.8,3.772727273,5.5,3.25,8.75,1.266666667,15,2.75,5,3.5,3.4,4.777777778,4.208333333,4.608695652,3.068965517,3.485714286,4.642857143,4.705882353,2.916666667,4.3125,3.181818182,3.52173913,3.2,3.431818182,2.854545455,4.210526316,3.306451613,3.223880597,2.310810811,3.529411765,2.946808511,4.113402062,3.228346457,3.518796992,3.25,3.557692308,4.107692308,2.588235294,2.814814815,4.333333333,5,2.428571429,2.090909091,-,1,2.166666667,5.75,3.2777777777777777,4,4,2.5,2.75,3.727272727272727,2.6875,4.833333333333333,5.625,3.8333333333333335,3.473684210526316,3.0714285714285716,1.8,3.8,6.2,2.9,11,3.5833333333333335,2.4,1.1265822784810127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Olivar,6111.0,14624.0,2.066666667,2.090909091,1.5,5.6,-,-,5.5,2,2,2.111111111,3.8,2.375,6.5,2.888888889,3.210526316,4.214285714,3.827586207,3.625,2.666666667,8,2.333333333,2.487179487,1.790697674,1.897435897,3.171428571,4.155555556,3.771428571,2.388888889,2.684210526,4.111111111,3.470588235,3.148148148,3.351351351,3.257142857,3.125,4.14893617,3.717391304,2.925925926,3.2,6.8,3.2,2.8,5.666666667,4,-,1.5,4.333333333,3,4.666666667,-,-,3,1.6666666666666667,4.333333333333333,8.166666666666666,17.2,15.333333333333334,3.25,3.9,6.333333333333333,6.25,-,8,-,2.5,-,3,2.2142857142857144,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Peumo,6112.0,14952.0,0.857142857,2.583333333,2.357142857,3.133333333,7.333333333,-,3,4.25,5.166666667,2.5,5.333333333,2.8,5.75,4.916666667,2.739130435,3.185185185,2.837837838,3.918918919,3.058823529,3.307692308,2.571428571,2.4,2.619047619,2.642857143,2.947368421,3.888888889,3.647058824,2.275862069,2.363636364,1.818181818,3.263157895,2.388888889,3.571428571,3.166666667,1.904761905,2.347826087,2.75,2.68,4.875,2.142857143,1.833333333,1.333333333,-,6,-,0,4,-,0,-,0,-,-,-,5,4,3.4,4.8,12,7,7.333333333333333,-,5.5,3.5,8,10,5,2,1.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Pichidegua,6113.0,20743.0,2.043478261,3.222222222,2.5,1.428571429,1.75,2.8,2.5,5.066666667,9.5,5.2,9.5,2.153846154,4.083333333,4.208333333,4.111111111,5.166666667,3.789473684,4.4375,3,3.384615385,3,3.567567568,3.433333333,2.630434783,2.897435897,2.097560976,2.921052632,2.652777778,3.047619048,4.394736842,4.35,4.375,4.647058824,3.65,2.833333333,2.564102564,2.245614035,2.12244898,1.85,2.625,2.9,1.571428571,4.333333333,3.5,-,-,3,7.5,19,-,-,-,-,-,6,2,3.4285714285714284,3.6,10.88888888888889,3.6666666666666665,5,6,5,-,-,2.6666666666666665,5.090909090909091,3.375,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Quinta de Tilcoco,6114.0,13877.0,1.666666667,3,1.666666667,4.333333333,5,2,-,1,-,-,6.5,3.666666667,7.2,4.5,2.947368421,3.888888889,4.130434783,4.2,2.48,2.347826087,8.25,2.592592593,3.444444444,2.652173913,2.368421053,3.214285714,3.555555556,4.242424242,5,2.586206897,2.978723404,3.75,2.592592593,2.384615385,2,2.121212121,2.47826087,3.695652174,2.391304348,2.928571429,2.5625,-,8,-,4,2.444444444,4.714285714,2.333333333,5,2,-,16,-,-,6,7,-,1.5,3.5,3.2857142857142856,2.6666666666666665,5.5,-,1,4,-,3.5,8,0.5757575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Rengo,6115.0,63710.0,2.19047619,2.45,4.2,2.486486486,3.5,4.666666667,3.9,5.3,6.615384615,4.066666667,6.909090909,4.107142857,3.209302326,3.641509434,3.517647059,2.862068966,3.644859813,3.404958678,2.824561404,2.244604317,2.918918919,2.448818898,2.454545455,2.581560284,2.458064516,2.468085106,2.564102564,2.188311688,2.2875,2.073446328,2.382352941,2.689189189,2.140350877,2.825581395,2.325123153,2.70464135,2.502283105,3.089041096,2.714285714,2.821917808,2.926829268,4.692307692,2.185185185,2.866666667,2.05,2.8125,1.4375,3.125,3.111111111,4.25,1.8333333333333333,5,6.75,2.52,2.423076923076923,2.935064935064935,4.0344827586206895,3.4864864864864864,4.846153846153846,3.25,3.7735849056603774,5.25,5.9,2.7,3.8,3.72,3.3333333333333335,3.4237288135593222,1.0705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Requinoa,6116.0,30371.0,0.956521739,0.961538462,3.4,3.461538462,4.625,3.166666667,5.333333333,4.75,1,5.545454545,4.9,2.722222222,5.083333333,5.25,3.743589744,2.948717949,3.591836735,2.506849315,3.340909091,3.3,3.636363636,3.866666667,3.787878788,3.432432432,3.272727273,2.98,2.711111111,2.696078431,2.474747475,1.968503937,2.901098901,2.826530612,2.0703125,2.339622642,2.777777778,3.028571429,2.291666667,2.618181818,1.435897436,2.026315789,2.136363636,4,3.129032258,2.846153846,3.5,3.307692308,2.416666667,2,10,3,4.5,2.625,3.8,3,3.3333333333333335,5.1,4.125,8.666666666666666,8.833333333333334,3.2222222222222223,5.571428571428571,5.714285714285714,17,-,0,24,3.25,1.4444444444444444,1.2037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,San Vicente,6117.0,50617.0,2.807692308,3.12962963,2.568965517,4.7,4.071428571,3.823529412,7.2,5.555555556,6.222222222,3.3,3.333333333,3.923076923,5.363636364,4.031746032,3.992647059,3.310734463,3.756906077,4.006451613,4.493670886,3.346153846,2.58,3.626168224,4.169014085,3.155844156,2.844660194,2.979381443,2.915254237,2.704697987,3.440944882,2.72173913,3.256756757,2.411111111,2.888888889,3.89,3.441558442,3.36,3.766129032,3.3125,3.453333333,4.4375,3.365853659,2.2,2.7,3.5,3.2,1.5,2.736842105,4.0625,1.333333333,4.5,3.1,3.5,5.666666666666667,4.6,5.625,3.9743589743589745,3.838709677419355,5.555555555555555,5.785714285714286,3.9473684210526314,12.5,3.5,5.4,9.3,3.7,7,3.5,2.2564102564102564,2.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
