sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work
0,89,.89999998,1,1,1,1,1,1,1,1,5,2,5,5,5,5,4,2,0,4,4,-1
1,93,.15000001,1,1,1,1,1,1,2,3,3,2,3,3,3,3,3,2,0,6,8,-1
0,88,.039999999,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,7,13,-1
1,88,3.05,0,1,1,3,3,3,3,3,3,1,3,3,3,1,3,3,0,13,11,-1
0,89,1.67,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,,9,-1
1,88,1.84,1,1,1,2,1,1,1,2,4,1,1,3,1,1,1,2,1,13,13,1
0,89,2.4100001,0,1,1,1,1,1,1,1,4,2,3,2,2,2,1,3,1,9,8,1
0,89,4.02,1,1,1,2,3,3,2,1,1,2,1,1,1,1,3,5,1,12,11,1
1,89,1.54,0,1,1,1,1,3,1,1,2,1,1,3,1,1,1,2,1,9,11,1
1,88,.98000002,0,1,4,5,2,5,4,2,4,5,1,4,4,2,2,1,1,13,9,-1
1,88,-.079999998,1,1,1,1,1,1,1,1,5,1,1,3,1,3,1,3,1,13,6,1
0,88,-.23,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,,1,13,9,0
1,88,2.79,1,1,1,2,2,1,2,2,2,2,2,4,2,1,3,2,1,13,10,1
1,89,3.6600001,0,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,1,16,16,1
1,87,.41999999,1,1,1,3,2,1,2,1,1,3,2,2,2,2,2,2,1,16,20,-1
1,87,.079999998,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,16,20,-1
1,88,1.6,1,1,1,2,1,1,1,2,5,2,1,2,1,1,1,3,1,13,11,-1
0,87,-.47999999,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,9,9,0
1,90,1.55,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,16,22,1
0,88,1.9,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,13,4,0
1,89,.68000001,0,1,1,1,1,1,1,1,3,1,2,3,1,1,3,1,1,8,6,-1
1,88,2.25,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,13,9,0
0,89,3.5899999,1,1,1,1,1,1,1,5,4,2,2,2,2,2,2,2,0,10,13,-1
1,90,-.99000001,1,1,1,1,1,2,2,2,4,3,3,3,3,2,3,2,1,16,16,1
1,87,1.0700001,1,1,1,2,2,2,1,1,1,2,3,3,3,3,3,2,0,8,13,-1
0,90,-.75999999,0,1,2,2,1,1,1,2,4,1,1,3,2,2,4,2,1,17,13,1
0,95,1.35,0,1,1,2,2,2,2,2,5,3,2,2,2,1,1,,1,6,0,-1
0,89,.33000001,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,3,1,13,13,-1
1,88,1.98,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,1,13,15,1
1,90,2.2,0,1,1,1,1,1,1,2,3,2,2,1,1,3,1,1,1,10,10,0
1,88,2.04,0,1,1,2,1,1,2,2,4,2,1,2,2,1,2,3,1,16,13,1
0,87,-.54000002,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,13,13,-1
1,89,.34,0,1,1,2,1,1,1,2,3,3,3,3,3,3,3,3,1,10,9,-1
0,87,.56999999,1,1,1,1,1,1,2,3,2,3,2,3,1,1,2,2,1,13,14,0
0,87,-1.79,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,3,1,11,13,-1
1,88,1.42,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,9,5,-1
1,87,1.54,1,1,1,1,1,1,1,2,2,4,4,4,3,2,2,3,1,18,13,1
0,88,1.99,0,1,3,3,3,3,3,3,1,3,1,2,2,2,2,1,1,9,5,-1
0,87,-.40000001,1,1,2,3,1,1,2,3,3,2,3,4,2,4,4,2,1,6,9,-1
1,88,2.77,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,13,13,-1
1,89,-.58999997,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,3,1,10,13,1
0,88,-.33000001,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,13,13,-1
1,87,3.3399999,0,1,1,1,1,1,1,2,3,1,2,2,1,1,3,3,1,13,13,-1
1,88,2.5699999,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,13,13,-1
0,89,3.3900001,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,3,0,13,13,-1
0,89,-.28999999,1,1,1,1,3,5,1,1,1,4,5,1,1,1,5,5,0,6,9,-1
0,88,.81,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,3,1,3,3,-1
0,88,.20999999,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,0,11,9,-1
1,88,.090000004,1,1,1,1,1,1,1,4,4,1,3,4,3,3,4,1,1,11,20,-1
1,80,.99000001,1,1,1,1,1,1,1,2,3,3,1,1,1,1,3,3,1,12,13,-1
0,89,2.5899999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,10,20,-1
1,88,2.74,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,3,1,7,7,0
1,89,3.0999999,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,2,0,,13,-1
0,88,.51999998,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,17,18,1
1,88,.2,1,1,1,2,1,1,1,2,3,1,1,3,2,1,1,2,1,9,9,-1
1,88,.85000002,1,1,1,1,2,2,2,2,4,5,5,1,5,2,1,2,1,13,13,1
0,89,.34,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,7,9,1
0,89,-.56999999,0,1,1,1,1,1,2,2,2,3,1,3,1,1,1,,1,4,6,1
1,87,.47999999,0,1,1,1,1,1,1,2,3,2,1,3,1,1,2,5,1,9,10,-1
1,88,-.38999999,0,0,1,2,2,1,1,1,1,2,1,3,2,1,1,2,1,9,12,0
1,92,.27000001,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,13,13,-1
0,92,1.75,1,1,1,2,1,1,1,3,5,1,1,3,1,1,5,5,1,9,6,1
0,90,2.6400001,1,1,1,1,1,1,1,2,3,1,1,2,3,3,2,2,1,9,11,1
1,89,.99000001,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,13,13,1
1,89,-.34,1,1,1,1,1,1,1,2,1,2,4,3,4,3,5,4,1,15,18,1
1,89,.28999999,1,0,2,2,4,4,2,2,3,2,2,2,2,3,2,2,1,,9,-1
0,88,.98000002,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,11,10,1
0,88,.33000001,1,1,1,2,1,1,1,2,2,1,2,3,1,4,2,3,1,13,13,1
1,89,.69,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,3,0,6,11,-1
0,84,1.1799999,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,3,1,20,20,1
0,86,-.050000001,0,1,1,2,1,1,2,2,2,2,1,2,2,3,1,4,1,18,22,1
1,87,1.17,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,5,1,13,13,-1
1,87,-.07,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,2,1,13,11,1
1,88,1.27,1,1,1,1,1,2,1,1,1,3,1,3,2,1,1,3,1,12,13,1
0,87,.30000001,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,10,-1
1,88,2.1300001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,13,13,-1
0,89,1.87,0,1,1,3,1,1,1,1,2,1,1,2,2,4,1,4,1,9,9,1
1,88,2.04,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,10,11,0
1,87,.63999999,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,5,0,9,11,-1
1,88,.18000001,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,9,0
0,88,.15000001,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,9,12,1
1,89,2.01,1,1,1,2,1,1,2,3,3,3,1,1,1,1,3,,1,13,11,-1
0,90,2.2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,10,12,-1
1,89,2.47,0,1,3,4,3,3,3,3,3,3,2,4,3,4,5,2,1,13,13,-1
0,88,2.04,0,1,1,2,2,1,1,2,2,3,1,4,2,3,2,2,1,13,11,-1
0,89,.58999997,1,1,1,2,1,2,1,2,5,1,1,2,1,2,4,3,1,15,11,-1
1,87,3.3399999,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,13,9,1
1,88,.73000002,1,1,2,2,2,2,2,2,2,3,2,3,3,3,4,2,1,9,13,-1
1,87,1.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,18,19,1
1,89,-.50999999,0,1,1,2,5,3,1,1,2,2,1,4,2,4,2,2,1,13,11,-1
1,87,3.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,12,5,-1
0,89,.61000001,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,0,9,9,-1
0,88,.25,0,1,1,1,1,1,1,1,1,1,5,5,1,1,1,4,1,13,13,1
0,87,2.6500001,0,1,1,2,1,1,2,1,1,4,1,2,1,2,1,5,1,13,15,1
1,87,1.05,0,0,1,1,2,1,1,2,4,2,2,4,2,1,2,2,1,8,11,0
0,87,.27000001,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,3,0,13,9,1
0,88,.36000001,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,13,13,1
0,89,1.83,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,13,13,1
0,88,.97000003,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,11,9,1
1,89,3.0599999,1,1,1,2,1,1,2,3,2,1,1,1,3,1,4,1,0,3,5,-1
0,87,3.1400001,0,1,1,1,1,1,2,3,3,2,1,1,1,1,1,4,1,13,13,-1
0,87,.36000001,0,1,1,1,1,1,1,1,3,1,1,3,1,2,1,2,0,22,22,1
1,87,2.1300001,0,1,1,1,1,1,1,2,3,2,1,1,1,3,4,2,1,16,13,-1
1,88,2.8399999,0,1,1,1,1,1,1,1,3,1,1,4,1,1,1,5,0,13,13,1
0,88,3.0799999,0,1,1,2,2,2,1,1,1,2,3,2,1,2,1,5,0,13,13,1
1,90,3.1199999,1,1,2,2,1,2,4,3,2,4,2,5,4,1,2,1,1,9,13,-1
1,89,2.1700001,0,1,1,2,3,3,1,2,5,2,3,2,2,1,2,3,1,20,13,1
1,87,-.23,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3,2,1,,20,-1
0,93,.80000001,1,1,2,2,1,1,3,3,3,3,3,5,4,4,5,1,0,8,11,-1
0,88,3.04,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,1,1,13,11,-1
0,88,-.43000001,1,1,2,2,2,1,1,1,1,2,3,2,1,1,2,5,1,13,13,1
0,89,1.8,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,13,13,0
1,87,-.13,1,1,1,2,1,2,2,3,2,1,2,3,1,2,1,2,1,10,8,1
1,87,2.77,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1,13,13,1
0,88,2.03,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,13,13,1
1,87,2.1700001,1,1,3,2,3,3,2,2,5,2,2,2,3,2,3,,1,4,6,1
1,89,2.02,0,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,9,9,-1
0,88,-.31999999,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,5,6,-1
1,88,1.25,1,1,1,1,1,1,1,3,1,2,2,3,2,2,1,2,1,13,13,-1
1,89,.079999998,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,0,12,9,-1
0,87,.5,1,1,1,1,2,3,1,1,2,3,2,3,2,4,1,3,1,13,13,0
0,88,3.4300001,1,1,1,1,1,2,1,1,3,1,1,3,1,1,1,1,1,9,11,1
1,87,-.22,1,1,1,1,1,1,1,3,2,1,1,4,1,1,1,3,1,13,9,1
1,87,.090000004,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,5,5,1
1,87,-.76999998,1,1,1,1,2,1,1,2,2,1,2,2,2,2,3,3,0,12,11,-1
1,88,2.6800001,0,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,1,14,13,1
1,89,-1.35,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,13,13,-1
0,88,-.23,1,1,2,2,2,2,2,2,3,3,3,4,3,4,2,1,1,8,11,-1
0,87,-.88999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,17,-1
0,88,1.97,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,5,1,8,10,1
1,87,-1.53,1,1,1,2,2,3,1,2,3,1,3,3,3,2,2,2,1,13,13,-1
1,93,1.88,1,1,2,2,2,2,1,1,2,2,1,3,2,3,2,3,1,13,13,1
0,87,1.72,0,0,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,12,13,-1
0,87,-.92000002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,13,13,-1
1,90,1.8200001,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,6,6,-1
1,89,-2.6400001,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,1,9,9,0
1,87,3.22,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,10,9,1
0,91,1.77,1,1,1,1,1,1,1,1,5,1,1,2,2,2,1,1,1,13,5,0
1,88,-.94,1,1,2,3,2,3,1,1,1,2,2,2,1,2,5,5,1,8,9,-1
1,87,.20999999,0,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,10,4,1
0,90,.89999998,0,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,12,13,-1
0,88,-2.75,1,1,1,1,1,1,1,2,4,1,1,5,1,1,1,3,1,11,9,-1
0,87,.44999999,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,13,13,0
0,88,1.28,1,1,1,1,1,1,1,5,5,1,5,1,1,1,2,2,1,14,13,-1
1,88,1.88,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,14,13,-1
1,87,-.52999997,1,0,1,1,1,1,1,3,4,2,2,3,1,1,3,1,0,5,5,-1
1,88,4.02,0,1,1,1,2,1,1,2,3,1,3,3,3,3,1,3,1,13,13,1
1,88,2.23,0,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,0,13,9,-1
0,88,.56999999,0,1,1,1,1,1,1,2,1,2,1,2,1,2,1,3,1,13,13,1
0,88,-.41,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,0,9,3,-1
1,87,2.26,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,0,13,7,-1
1,88,2.0799999,1,1,3,3,2,4,1,3,1,2,1,4,4,2,1,3,1,13,13,-1
1,90,1.41,0,1,2,2,2,2,1,2,4,3,2,3,1,1,3,3,1,13,11,-1
0,88,1.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,15,15,1
1,88,.16,0,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,12,9,-1
0,88,.38,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,9,13,-1
1,88,.58999997,0,0,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,6,10,-1
1,89,-1.16,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,4,1,15,17,1
1,87,2.75,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,1,19,15,1
0,89,4.3400002,0,0,1,2,1,1,1,1,5,1,1,1,1,2,1,3,1,15,9,1
0,88,.56999999,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,16,13,1
1,89,-1.04,1,1,3,2,2,4,2,2,3,2,5,2,2,2,2,3,0,0,5,1
1,89,.81,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,20,20,1
1,89,-.41,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,4,0,11,13,-1
0,87,.14,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,13,13,-1
0,89,-.28999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,15,13,1
1,89,.51999998,1,1,1,2,3,2,2,2,3,3,2,3,2,3,2,2,1,11,9,-1
1,92,.94,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,10,13,-1
1,88,.44,1,1,2,2,1,2,4,3,4,3,2,5,3,2,5,1,1,11,13,1
1,87,.46000001,0,1,1,1,1,1,1,1,1,1,1,3,1,1,4,3,1,13,9,1
0,88,.079999998,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,,9,-1
1,88,1.8200001,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,13,20,1
0,87,2.3699999,1,1,1,1,1,1,1,1,3,1,2,2,1,2,3,2,1,13,13,-1
1,87,-3.8199999,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,9,7,-1
1,88,2.0899999,0,1,3,3,1,3,1,3,1,1,1,3,1,1,5,3,1,11,13,1
0,87,.57999998,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,12,9,-1
1,87,3.9200001,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,2,1,13,13,-1
0,90,3.03,1,1,1,2,1,1,1,1,3,1,3,4,3,2,3,2,1,7,11,-1
1,87,.88999999,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,1,18,13,1
0,88,.22,0,1,1,2,1,2,3,4,2,4,2,2,2,2,2,2,1,9,13,0
0,88,.22,0,1,1,2,1,2,1,4,4,1,1,4,2,2,1,2,1,9,13,0
0,88,.25,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,17,22,1
0,89,2.3099999,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,13,13,1
1,87,1.58,1,1,1,2,1,2,3,4,5,1,1,3,1,1,1,2,0,13,13,-1
1,88,4.4000001,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,1,13,13,1
0,87,.28999999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,11,-1
0,89,-.14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,11,-1
0,88,.56999999,1,1,1,1,2,2,1,1,1,3,2,2,1,2,3,2,0,5,9,1
1,87,-1.5,0,1,2,3,1,2,1,2,3,2,2,5,3,5,3,2,1,9,9,-1
1,88,-.56999999,1,1,1,2,1,1,1,1,3,2,1,3,1,1,2,3,1,13,13,0
1,88,-.52999997,0,1,1,1,1,1,1,1,3,1,1,4,1,1,1,3,1,13,13,-1
0,94,1.03,1,1,1,1,1,1,2,1,4,3,1,3,1,1,1,3,0,9,8,-1
1,90,2.26,1,0,1,1,1,1,1,2,3,2,2,2,1,2,2,2,1,3,11,-1
0,87,.22,1,1,1,1,1,2,2,2,1,1,2,1,3,3,1,4,1,13,7,-1
0,89,1.91,1,1,1,1,1,1,1,2,4,2,1,2,2,2,2,2,1,13,9,-1
0,88,2.23,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,11,11,-1
0,87,1.5,1,1,2,2,1,1,2,2,3,2,2,3,1,1,1,2,1,15,13,1
0,88,2.76,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,3,1,8,13,-1
0,88,-1.26,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,8,11,-1
1,89,-1.77,0,1,2,2,2,2,2,2,3,2,2,2,2,2,2,5,1,10,13,-1
1,87,-.14,1,1,5,5,3,1,1,1,1,3,4,3,4,4,4,1,1,9,8,1
0,88,.22,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,3,1,6,4,0
1,88,2.1199999,1,1,1,2,1,1,2,3,3,2,2,4,2,2,2,3,1,13,20,-1
1,89,.44,1,1,2,2,2,2,2,2,2,1,1,3,1,3,3,5,1,9,11,1
0,88,1.49,1,1,2,3,2,2,3,2,4,3,2,1,1,3,2,2,1,13,13,1
1,88,2.8800001,1,1,1,1,2,2,2,2,3,2,2,3,2,2,3,2,1,9,10,0
0,88,2.3599999,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,22,20,1
1,87,2.8199999,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,13,16,-1
0,89,2.76,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,10,9,1
1,87,1.01,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,0,7,7,-1
1,87,-.91000003,0,1,1,3,3,1,1,1,2,1,3,1,1,1,3,3,1,13,13,0
1,87,-1.64,1,1,1,5,1,1,1,4,5,2,1,1,1,1,1,1,1,9,13,-1
1,87,-1.5599999,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,10,10,1
0,90,.27000001,0,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,1,14,17,1
1,87,2.1300001,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,5,1,13,14,-1
0,88,.28,0,1,1,2,1,2,1,2,3,2,2,2,2,2,2,2,1,13,13,1
1,88,.56999999,1,1,3,3,1,1,1,4,5,1,1,5,1,4,5,2,1,9,13,1
1,88,.12,0,1,1,2,2,2,2,2,3,2,2,2,2,3,2,3,1,15,17,0
0,87,1.7,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,9,9,1
1,87,2.9300001,1,1,1,2,2,3,1,1,2,1,3,3,1,2,1,,1,13,13,1
0,88,.38,0,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,,11,-1
0,87,.46000001,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,13,12,-1
1,88,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,15,5,-1
0,88,-.54000002,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,22,22,1
1,88,.2,1,1,2,1,1,1,2,1,3,1,1,5,3,5,5,1,1,18,22,1
1,89,1.27,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,2,1,13,13,1
1,88,1.33,0,1,2,2,3,1,3,3,1,4,1,3,1,1,2,2,1,9,11,0
1,89,-.60000002,1,1,1,1,1,1,1,1,2,1,3,1,1,4,4,1,1,9,9,-1
0,87,-1.24,0,1,1,1,1,1,1,1,3,1,1,2,1,2,1,4,1,15,15,1
1,88,.44,1,0,1,1,1,1,1,3,3,1,1,1,1,1,1,5,1,13,13,1
1,87,1.76,0,1,2,3,4,3,1,3,3,2,2,3,3,2,3,3,0,11,9,1
0,92,1.4299999,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,3,1,8,10,-1
1,88,2.0599999,0,1,1,1,1,1,1,2,5,2,1,3,1,1,3,2,1,13,8,-1
1,87,.70999998,0,1,1,3,2,1,1,1,4,1,2,2,1,2,2,3,1,13,7,1
1,92,.14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,-1
1,89,-2.0699999,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,3,1,11,13,-1
1,88,4.6599998,0,1,1,1,1,1,3,1,1,3,1,3,1,1,1,2,0,13,11,1
0,89,3.22,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,1,13,11,1
0,87,.80000001,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,13,13,0
0,89,.68000001,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,15,10,-1
0,89,.61000001,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,10,10,0
1,87,.38999999,0,1,1,1,1,1,1,1,3,2,1,1,1,1,1,,1,13,13,-1
1,90,3.05,1,1,1,1,2,2,1,2,2,2,3,2,3,1,2,2,1,9,9,1
0,87,.68000001,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,12,13,-1
1,89,-.16,1,1,1,2,2,2,2,5,1,2,2,2,2,2,3,3,1,13,13,0
1,89,4.1300001,1,1,1,2,1,2,2,2,1,3,2,2,1,2,2,2,1,13,13,1
1,87,2.96,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,1,13,13,1
0,88,1.27,1,1,1,1,2,1,1,3,2,1,1,3,2,2,4,2,0,13,9,1
1,88,3.4100001,0,1,1,1,1,1,1,1,3,2,4,1,1,3,1,2,1,11,11,1
0,87,1.27,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,5,1,8,8,-1
1,87,-.73000002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,9,13,-1
1,88,-.079999998,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,4,1,10,13,1
1,87,-.38999999,0,1,1,1,2,1,1,1,4,1,1,2,1,1,2,2,1,9,18,1
0,88,1.5700001,0,1,1,1,1,1,1,2,4,1,1,2,1,1,1,3,1,12,13,1
1,90,3.5,0,1,2,4,1,4,2,3,5,2,2,4,2,2,3,3,1,7,10,-1
1,88,.91000003,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,13,13,0
0,88,3.8800001,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,9,1
1,88,1.8099999,1,1,1,1,1,1,1,2,2,2,1,4,1,1,2,3,1,13,13,-1
1,89,-1.14,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,10,11,1
1,88,.60000002,1,1,1,3,2,2,1,2,5,2,2,4,3,2,3,3,1,6,7,1
1,88,-.92000002,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,17,19,1
1,87,1.26,1,1,1,1,2,1,1,3,4,1,1,2,1,1,1,3,1,11,13,1
0,87,-.51999998,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,10,12,0
0,91,1.5599999,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,0,9,9,-1
0,88,-1.66,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,,1,10,13,1
1,87,-.039999999,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,,0,13,13,-1
1,88,.12,1,1,2,2,1,4,2,2,2,5,1,4,2,4,5,2,1,9,9,-1
1,90,1.12,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,18,18,1
1,89,.44,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,,0,9,9,-1
1,88,.079999998,0,1,1,3,1,1,4,4,3,3,4,3,3,3,3,3,1,13,13,1
0,89,-.27000001,1,1,2,2,2,1,2,2,1,3,2,2,2,2,4,1,1,12,12,1
1,88,2.1199999,1,1,2,2,2,2,1,1,3,1,1,3,3,3,2,3,1,17,17,1
1,88,1.8200001,0,1,1,1,1,1,1,1,5,5,3,1,2,1,1,2,1,13,13,1
0,89,.58999997,1,1,1,3,3,3,1,1,2,3,4,3,4,4,4,2,1,11,13,-1
0,87,1.46,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,8,11,1
0,90,2.5,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,13,13,1
1,88,.43000001,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,2,1,13,13,-1
0,87,-.73000002,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,4,6,-1
1,88,-1,0,1,2,2,2,2,2,2,3,2,2,3,2,1,2,5,1,11,11,1
0,88,1.8200001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,0,1
1,89,-.50999999,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,4,9,-1
1,88,-.15000001,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,9,13,1
