sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work
1,80,.60000002,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,14,13,-1
1,80,-.83999997,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,13,9,1
1,80,2.5999999,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,13,11,0
0,79,-.14,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,11,12,1
1,80,-1.5599999,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5,2,1,0,13,-1
0,79,1.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,10,-1
0,79,2.6199999,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,13,11,-1
0,80,.67000002,1,0,1,1,1,1,1,1,1,2,1,2,2,3,1,3,1,,13,-1
1,80,1.58,0,1,1,1,1,1,1,1,2,2,1,2,1,1,2,4,1,15,13,1
1,82,1.13,1,0,1,2,1,1,1,1,5,1,1,1,1,1,1,3,1,,16,-1
1,79,.15000001,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,18,15,-1
1,80,-2.0999999,0,1,1,2,1,1,1,1,1,5,1,1,1,1,1,4,0,17,20,1
0,80,-1.1,1,1,1,3,1,1,2,2,3,2,2,2,2,3,1,2,1,13,11,0
1,80,-3.4100001,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,13,13,-1
0,81,-.029999999,0,1,1,1,1,1,1,2,2,2,1,2,2,2,1,5,1,17,17,1
1,79,2.71,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,13,13,1
0,80,1.01,1,1,2,2,1,1,2,3,2,1,1,1,1,1,1,2,1,18,16,1
0,79,1.3200001,1,1,1,1,3,1,1,1,1,3,3,2,1,3,3,2,1,13,9,1
0,79,2.8499999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,17,22,1
1,79,2.0899999,1,1,1,1,2,1,2,1,3,1,1,2,3,1,2,2,1,17,20,-1
0,81,1.63,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,12,9,-1
1,79,-1.46,0,1,1,2,1,1,1,3,3,2,1,2,1,1,1,3,1,12,9,1
1,81,3.3699999,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,13,13,-1
0,80,.28999999,1,1,1,1,1,1,2,2,2,3,1,1,2,2,1,2,1,17,13,1
1,85,-.49000001,1,1,1,2,2,1,1,1,2,3,1,2,1,2,2,3,1,13,13,1
0,80,2.6199999,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,13,13,1
1,80,1.66,1,1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,15,13,-1
0,80,.27000001,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,19,15,1
0,79,1.13,1,0,1,2,2,1,1,2,1,1,1,3,1,1,1,5,1,,11,-1
1,79,1.72,1,1,1,2,1,1,1,1,2,4,2,2,2,1,5,4,1,13,15,0
1,79,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,13,14,-1
1,80,1.45,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,9,6,-1
1,79,-.79000002,1,1,2,2,1,2,2,2,2,3,2,3,3,2,2,1,1,13,12,-1
1,79,2.1500001,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,16,14,-1
1,79,2.01,0,1,1,1,1,1,1,2,4,2,1,2,1,1,2,1,1,15,13,1
1,79,4.6900001,1,1,1,2,1,1,1,1,2,1,1,3,1,2,2,2,1,13,15,-1
0,80,.47,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1
0,79,2.79,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,15,16,1
1,79,.67000002,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,11,13,-1
0,80,.31,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,3,1,13,13,1
0,80,3.0899999,1,1,1,1,3,4,1,1,2,1,1,1,1,3,1,3,0,7,5,-1
1,79,3.72,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,1
1,80,3.5,0,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,1,20,20,1
0,84,1.66,0,1,2,2,1,1,1,2,3,1,2,2,2,2,2,3,1,13,20,1
1,80,2.28,1,1,1,2,2,2,1,1,1,2,2,2,2,2,3,2,1,13,11,-1
1,81,.89999998,0,1,1,1,1,1,1,2,3,1,1,3,1,2,3,2,1,13,12,1
1,79,1.89,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,13,15,1
0,80,1.3,1,0,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,,13,-1
0,79,.81999999,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,13,13,0
1,79,3.0699999,1,1,1,1,1,1,1,1,2,1,1,4,1,2,3,1,0,13,13,1
1,80,2.3,0,1,2,4,2,2,2,2,3,2,2,3,2,3,4,1,1,18,16,1
1,80,1.85,1,1,1,1,3,2,1,1,1,2,2,3,1,2,5,3,1,13,11,-1
1,79,1.58,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,16,11,0
0,79,.13,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,13,10,-1
1,80,-.58999997,0,1,1,2,1,1,1,2,4,1,1,2,1,1,1,2,1,13,10,1
0,80,.63,0,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,18,13,1
0,81,1.42,0,0,2,2,1,1,2,3,4,2,1,3,1,2,1,2,0,3,9,-1
0,79,3.4200001,0,1,1,3,1,2,2,2,5,4,1,3,1,5,3,2,1,8,7,0
0,80,2.3299999,1,1,1,2,1,2,1,2,3,2,1,1,1,1,1,1,1,13,20,1
0,80,.72000003,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,16,13,1
1,81,2.55,1,1,2,2,1,1,1,1,5,1,1,2,1,1,2,5,0,13,9,1
0,80,-.67000002,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,15,14,1
1,79,1.9400001,1,1,1,1,1,1,1,1,3,1,2,3,1,1,3,2,1,13,9,1
1,81,2.28,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,18,13,1
0,79,1.12,0,1,1,2,1,1,3,2,2,3,1,2,1,2,1,1,1,18,9,1
1,81,-.090000004,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,13,16,-1
1,80,1.62,1,1,1,1,2,1,1,1,5,1,2,3,3,3,3,3,0,12,13,1
0,80,1.6799999,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,3,1,13,13,1
0,80,.72000003,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,15,17,-1
0,80,2.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,11,10,-1
0,79,.86000001,1,1,1,2,1,2,1,2,5,1,1,2,1,1,1,1,0,4,9,1
1,80,2.96,1,1,2,2,2,3,2,2,4,2,2,2,2,2,2,2,1,13,13,-1
0,79,1.25,1,1,1,1,4,1,1,1,3,1,1,1,1,1,5,1,1,9,13,1
1,80,2.95,1,1,3,5,1,1,3,4,4,3,1,1,1,1,1,2,1,15,15,-1
0,79,2.3,1,1,1,1,1,1,1,1,2,1,1,3,1,4,1,2,0,13,13,0
0,80,.15000001,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,,1,20,20,-1
1,79,3,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,15,13,-1
0,80,1.34,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,5,11,-1
1,79,2.3900001,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,3,1,11,20,1
1,80,1.3,1,1,1,3,1,3,1,3,2,2,2,3,2,2,3,3,1,10,13,-1
0,80,2.0699999,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,,1,13,13,1
0,79,.31,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,18,15,1
1,81,-.63,1,1,2,2,2,1,1,1,3,1,1,2,1,2,1,3,0,6,0,-1
1,82,1.7,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,13,13,-1
0,79,2.26,1,1,2,2,1,1,1,1,4,1,1,1,1,1,1,2,1,13,13,1
1,80,1.5700001,1,1,1,1,1,1,2,1,2,4,1,3,2,1,1,2,1,9,11,-1
1,80,1.76,1,1,1,1,1,1,1,3,3,3,1,4,2,3,3,1,1,9,12,0
0,83,3.01,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,3,1,15,5,1
1,79,2.3299999,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,3,1,20,20,1
0,79,2,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,0,13,13,1
1,80,3.05,0,1,1,2,2,1,1,3,3,1,1,3,2,3,3,,0,10,9,-1
1,79,.31999999,0,1,3,1,1,3,1,1,1,3,1,1,1,3,3,3,1,13,13,1
1,79,1.42,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,15,10,1
1,79,.51999998,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,4,1,11,13,1
0,79,1.01,0,1,1,1,2,1,1,1,2,1,1,2,2,2,1,3,1,17,17,-1
0,80,2.6600001,1,1,1,1,1,1,1,2,2,3,2,3,3,2,1,2,1,13,9,-1
1,80,.74000001,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,3,1,9,11,-1
0,79,2.2,0,1,1,1,1,1,1,2,2,3,3,2,1,1,1,2,1,18,13,1
0,81,1.4299999,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,,1,13,13,1
0,82,.34999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,10,13,-1
1,81,.19,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,16,16,-1
0,80,1.3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,9,13,-1
0,81,1.45,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,13,13,1
1,79,.93000001,1,1,1,1,1,1,2,2,3,2,1,2,1,1,2,2,1,14,13,1
1,79,3.6600001,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,3,1,13,13,1
0,79,2.8699999,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,11,13,1
0,85,.87,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,13,13,-1
1,79,.0099999998,0,1,2,2,2,2,1,1,1,1,1,2,2,1,2,3,0,16,16,1
1,79,1.9299999,1,1,1,1,1,1,1,4,5,1,2,2,1,2,1,3,1,20,20,1
1,79,-.57999998,1,1,2,3,2,2,1,1,4,3,2,3,1,1,3,2,1,11,9,-1
1,80,.47999999,0,1,1,3,1,1,2,3,2,3,1,2,1,1,2,2,0,11,9,-1
0,79,2.21,1,1,1,2,1,1,1,1,3,1,1,2,2,2,1,3,1,18,18,1
1,80,1.95,0,1,1,1,1,1,1,2,3,1,1,1,1,2,2,5,1,18,13,1
1,81,.31999999,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,15,15,-1
1,81,-.30000001,1,1,2,2,3,2,1,2,1,2,5,2,2,3,3,5,1,6,5,0
0,80,1.5,1,0,1,1,1,1,2,2,1,2,1,3,2,2,2,1,1,9,13,0
1,80,.27000001,0,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,13,13,1
1,81,.30000001,1,0,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,13,13,1
0,79,1.42,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,3,0,13,9,-1
1,79,-1.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,-1
0,79,2.1400001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,13,13,-1
1,79,2.05,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,16,9,1
1,79,.66000003,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,4,1,13,9,1
0,80,.37,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,13,13,1
0,80,.050000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-1
1,79,-1.03,0,1,1,2,4,1,1,2,3,1,1,3,1,1,1,4,1,13,10,1
1,79,.67000002,1,1,1,3,1,3,1,1,1,3,1,1,1,3,1,2,1,18,15,1
0,79,-.47999999,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,9,15,1
1,79,.19,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,2,1,9,13,-1
1,79,1.73,1,1,1,3,2,2,1,1,2,1,1,1,1,2,3,3,1,17,20,-1
1,80,2.6900001,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,13,17,-1
0,80,.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16,16,1
0,80,1.1900001,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,13,13,1
1,79,1.6900001,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,2,3,-1
1,80,-1.47,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,5,1,13,13,1
0,79,1.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20,13,1
1,79,.80000001,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,3,1,15,18,1
0,79,2.3099999,1,1,1,3,2,2,2,2,2,3,2,2,2,2,2,3,1,16,19,0
1,80,3.6099999,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,22,13,1
1,79,1.7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,13,13,1
0,79,1.37,1,1,1,1,1,3,3,3,2,3,3,2,3,1,1,1,1,7,11,1
0,79,.15000001,1,1,1,2,2,2,1,2,3,1,2,1,2,2,1,4,1,22,22,1
0,80,-.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,13,1
1,81,3.3499999,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,5,0,9,9,1
0,81,1.01,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,14,13,1
0,79,1.89,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,3,1,14,16,-1
0,80,.13,0,1,1,1,1,1,1,2,1,1,4,1,1,2,1,1,1,13,13,1
0,81,.40000001,0,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,13,11,1
0,79,3.5699999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,16,1
0,80,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,-1
0,79,.56,0,1,1,1,1,1,1,1,3,3,3,3,1,2,1,2,1,9,9,0
0,80,2.0699999,1,1,2,1,1,2,1,1,3,1,1,5,2,1,1,2,1,9,12,0
0,80,.74000001,0,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,15,13,1
0,81,1.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,13,-1
1,79,.090000004,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,13,18,-1
1,80,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,10,10,0
0,80,1.9,0,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,13,13,0
1,79,1.02,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,22,17,1
0,79,3.74,0,1,1,2,1,1,2,2,3,3,1,2,1,3,2,2,1,16,13,-1
0,80,1.4299999,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,3,1,15,17,1
1,80,-.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,13,-1
1,79,2.3199999,0,1,1,1,1,2,1,1,1,1,1,2,1,1,2,4,1,15,15,1
0,81,2.04,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,3,1,13,5,-1
0,79,.31999999,1,1,1,2,1,1,2,3,2,3,3,3,2,1,3,2,1,10,6,0
1,79,.93000001,1,1,1,2,1,1,1,1,1,5,1,2,1,1,5,1,1,13,11,-1
0,79,-.70999998,0,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,13,13,1
0,81,3.4300001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,6,-1
0,79,-.83999997,0,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,15,15,1
1,80,4.04,1,1,2,2,3,3,1,2,2,2,3,2,2,1,2,1,1,13,7,1
1,81,-2.3299999,1,1,2,1,1,1,1,1,2,1,1,5,1,2,2,1,1,11,13,0
0,80,.31999999,0,1,1,2,2,1,1,1,2,1,2,3,2,2,3,3,1,13,9,0
1,79,-.55000001,0,0,1,1,1,2,1,1,2,1,1,1,1,1,1,5,0,8,9,-1
0,81,2.1600001,0,1,2,2,1,1,1,2,3,2,2,2,2,2,2,3,1,20,13,1
0,79,1.49,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,13,13,1
1,79,.85000002,1,1,1,3,1,1,2,3,2,3,1,2,1,1,2,3,1,18,13,1
0,79,-.62,0,1,3,3,1,3,1,3,2,4,1,2,1,1,1,,1,17,18,-1
1,79,2.29,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,4,1,13,13,-1
0,80,.16,0,1,1,1,1,1,1,2,3,2,2,3,2,1,2,2,1,13,9,-1
1,79,1.7,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,3,1,11,13,1
1,80,1.98,0,1,2,2,1,2,1,3,3,1,1,4,2,1,1,2,1,13,13,0
0,79,.38999999,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,13,13,0
1,79,1,0,0,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,9,13,1
1,79,-.81999999,1,1,1,3,1,3,1,1,2,1,3,3,1,3,4,3,1,13,0,-1
1,80,-3.23,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,13,20,-1
1,80,1,1,1,1,1,1,1,2,2,4,2,2,3,2,2,2,2,1,11,11,-1
1,80,1.0599999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,5,1,16,13,-1
1,79,.090000004,1,1,1,1,3,2,1,1,3,1,1,1,1,1,1,3,1,11,11,1
0,80,2.6300001,0,1,1,1,1,1,1,1,2,2,1,4,2,2,4,2,1,13,13,0
0,79,-.16,1,1,2,3,2,2,2,2,2,3,2,4,3,2,3,3,1,13,13,1
0,80,-.76999998,1,1,1,1,1,2,1,1,2,3,2,3,2,2,2,2,1,13,13,0
0,80,.76999998,0,1,2,2,2,2,2,2,2,3,2,3,2,2,2,3,1,0,9,1
1,79,1.89,1,1,1,1,2,1,2,2,3,3,1,1,1,1,1,2,1,14,13,1
0,80,1.8099999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,13,1
0,79,1.63,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,13,13,1
1,80,.079999998,1,0,1,1,1,1,2,1,1,1,2,3,2,1,1,4,0,,13,-1
1,80,1.46,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,13,20,-1
1,80,.050000001,1,1,2,3,2,2,2,3,4,3,2,4,2,3,4,1,0,13,11,0
1,79,1.78,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,12,13,-1
1,79,2.03,1,1,1,1,1,1,1,1,2,1,1,3,1,1,4,5,1,13,9,-1
1,80,1.13,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0,10,9,-1
0,79,-.47,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,13,13,1
0,80,1.55,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,13,10,0
0,80,-1.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,13,1
0,79,.83999997,1,1,1,3,1,1,1,2,2,4,1,3,1,1,1,2,1,17,11,-1
0,79,1.98,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,18,18,1
0,79,-1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,2,1,9,13,0
0,80,-.36000001,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,0,15,11,1
0,80,3.4000001,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,10,6,1
1,79,-2.77,1,1,1,2,4,1,1,2,2,1,2,3,2,4,5,5,1,5,4,-1
0,80,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,17,16,-1
1,80,.0099999998,0,1,1,2,1,2,1,2,3,1,1,3,1,1,1,5,1,11,11,-1
1,80,-.050000001,0,1,2,4,2,3,1,2,2,1,2,3,2,1,4,2,0,13,13,1
1,79,1.49,1,1,1,1,1,1,1,1,3,1,1,3,2,2,2,1,1,11,8,-1
1,79,3.97,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,0,13,13,-1
1,79,1.25,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,22,19,1
0,81,.82999998,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,5,1,18,22,1
0,80,1.74,1,1,1,1,2,1,1,3,3,2,2,2,2,2,2,3,1,11,13,0
1,80,.23,1,1,1,1,1,1,1,1,3,2,1,2,2,1,3,3,1,9,10,1
0,103,-.75,0,1,2,2,2,2,1,2,1,2,3,3,3,3,5,,1,6,9,0
0,80,-.47999999,0,1,1,2,2,1,2,2,4,2,1,1,1,2,1,3,1,13,13,1
0,79,1.62,0,1,1,1,1,1,1,2,3,1,2,2,2,1,2,3,0,13,13,-1
0,79,.38,0,1,1,1,1,1,1,1,3,2,2,3,1,2,3,3,1,13,13,0
0,79,1.71,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,3,1,9,9,-1
1,79,.25,0,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,16,17,-1
0,81,-.88999999,1,1,1,1,1,1,1,1,2,1,3,2,3,3,1,1,1,9,9,-1
1,79,4.1799998,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,8,11,1
0,80,.20999999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,13,13,1
0,79,1.62,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,2,1,13,13,1
1,80,.87,0,1,1,1,1,1,3,3,2,1,1,3,1,1,1,1,0,4,13,1
0,81,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,9,9,-1
0,79,2.51,0,1,1,1,1,1,1,1,5,1,1,3,2,1,1,,0,13,14,0
0,80,2.72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,11,20,1
1,81,.44,1,1,1,1,1,3,1,1,1,1,2,1,3,1,3,2,1,11,12,-1
0,80,1.66,0,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,17,17,-1
0,80,.63,0,1,1,1,1,1,1,2,3,2,2,1,2,2,2,3,1,13,10,1
0,81,2.1700001,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,1
0,80,.74000001,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,17,17,1
0,79,.46000001,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,13,15,1
1,81,-.31,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,11,13,0
0,79,-.38,1,1,1,2,1,1,1,1,2,1,1,1,3,3,1,5,1,13,15,-1
1,80,-1.25,1,1,1,2,1,1,1,1,2,1,1,3,2,1,3,4,1,13,13,1
0,82,-.50999999,0,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,17,20,1
0,80,.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,13,9,1
1,80,1.71,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,13,13,-1
1,80,1.16,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,13,13,1
0,81,2.27,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,15,15,1
1,80,.38,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,,1,12,13,1
1,79,-.20999999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,17,17,1
0,80,1.35,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,4,3,0
1,80,2.55,1,1,1,2,1,2,1,2,3,2,2,2,1,2,2,2,1,13,13,0
1,79,2.3099999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,-1
1,80,-.34999999,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,,1,13,13,-1
0,80,2.8499999,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,13,13,1
0,79,.81999999,1,1,1,2,1,1,1,2,1,2,1,3,1,1,1,3,0,7,6,1
0,79,.95999998,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,13,13,-1
0,79,-.38999999,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,,1,13,13,0
1,79,3.5699999,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,3,1,18,18,-1
1,80,.079999998,1,0,1,2,1,1,2,2,4,2,2,3,1,2,2,2,1,,17,-1
1,79,.98000002,0,1,1,1,1,1,1,1,5,1,1,3,1,1,3,3,1,12,12,1
1,81,.13,0,1,1,1,2,1,1,1,3,1,1,1,1,1,2,2,1,13,18,1
1,80,2.6900001,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,0,13,13,1
1,80,2.7,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,3,1,16,16,1
0,82,2.55,0,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,18,19,1
1,79,1.74,1,1,3,3,3,3,2,3,4,2,3,1,2,3,3,3,1,17,9,1
0,80,-4.9699998,1,1,1,2,1,1,1,1,1,3,1,2,1,1,3,5,1,13,9,-1
1,79,.82999998,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,3,1,7,13,1
1,80,.91000003,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,12,13,-1
1,79,2.3299999,1,1,1,3,2,1,1,1,4,2,1,3,2,2,1,3,1,5,13,-1
1,78,.41999999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,1,13,16,-1
0,79,1.35,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,20,11,1
1,80,2.9400001,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,13,10,1
0,79,-1.73,0,1,1,1,1,1,1,2,3,1,1,2,1,2,1,1,0,13,13,1
1,79,-.61000001,0,1,1,1,2,1,1,1,4,2,1,1,1,1,1,3,1,13,13,1
1,80,1,0,1,1,1,1,1,1,1,3,2,2,3,2,1,1,3,0,14,15,1
1,80,-.22,1,1,1,1,1,1,1,1,2,3,1,3,1,1,3,3,0,10,11,-1
0,79,-2.6199999,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,13,11,-1
1,80,1.53,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,9,11,-1
0,81,-1.03,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,18,16,1
0,79,1.72,1,1,1,2,1,1,1,2,2,2,1,2,1,2,3,2,1,13,15,0
0,79,3.48,1,1,2,2,1,1,2,2,4,2,1,3,1,2,3,2,1,13,13,1
1,80,1.24,1,1,1,1,1,1,1,3,2,3,1,1,1,3,2,1,1,13,13,-1
1,79,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,15,15,1
0,78,-.38,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,13,19,1
