session_id,user_id,sequence_id,node_id,option_id,nodo_id,iia,iic,mi,ei,ci,rc,dpe_a,dpe_p,lf
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N3_RIOS_PROTOCOLS,A,3,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N4_SOTO_INDICATORS,B,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N5_SOFIA_PRIORITY,C,5,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_5,MLQ5X_D1S5_N10_SOTO_PROTOCOLS,C,10,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_8,MLQ5X_D2S8_N11_SOTO_DECISION,A,11,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_3,MLQ5X_D1S3_N6_GUZMAN_DOCENCIA,C,6,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N7_RIOS_DERIVACION,B,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N8_RIOS_SANCION,A,8,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N9_SOTO_REPORTE,A,9,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N13_LATE_ARRIVAL_RESPONSE,B,13,3.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N14_RIOS_EXTENDED_SHIFTS,A,14,3.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N15_RIOS_RESIGNATION_RISK,B,15,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_9,MLQ5X_D2S9_N12_SOTO_WATER_CUT_FOLLOWUP,A,12,4.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_11,MLQ5X_D2S11_N16_GUZMAN_VISION,A,16,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D2_SEQUENCE_11,MLQ5X_D2S11_N17_GUZMAN_PRACTICE_CUPS,A,17,3.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D3_SEQUENCE_14,MLQ5X_D3S14_N18_SOFIA_BOX6_DECISION,A,18,3.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D5_SEQUENCE_21,MLQ5X_D5S21_N26_SOFIA_MINOR_RECORD_ERROR,A,26,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D4_SEQUENCE_20,MLQ5X_D4S20_N25_RIOS_FLEXIBILITY_REQUEST,B,25,2.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D5_SEQUENCE_22,MLQ5X_D5S22_N27_SOTO_MINOR_RISK_REPORT,B,27,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
b137cdd8-1873-452e-9004-9dfc0eef6e7d,4a2a3de2-8383-4de6-b615-78be13df3e98,MLQ5X_D5_SEQUENCE_23,MLQ5X_D5S23_N28_RIOS_TENS_PROTOCOL,A,28,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
3b3884c2-7c88-4ad3-b52b-a6bb214a009b,609539be-f391-47b1-a5b1-155cd1830b23,MLQ5X_D2_SEQUENCE_9,MLQ5X_D2S9_N12_SOTO_WATER_CUT_FOLLOWUP,A,12,4.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N1_RIOS_CHOICE,C,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N2_GUZMAN_DOCENCIA,A,2,4.0,4.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N3_RIOS_PROTOCOLS,A,3,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N4_SOTO_INDICATORS,B,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N5_SOFIA_PRIORITY,C,5,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N7_RIOS_DERIVACION,A,7,3.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N8_RIOS_SANCION,B,8,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N9_SOTO_REPORTE,B,9,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D2_SEQUENCE_8,MLQ5X_D2S8_N11_SOTO_DECISION,A,11,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_3,MLQ5X_D1S3_N6_GUZMAN_DOCENCIA,C,6,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0
8064c2fd-6e57-47d2-90b8-37d61d61ed3c,087b237f-c46e-4753-8c1f-f168bba6c3a7,MLQ5X_D1_SEQUENCE_5,MLQ5X_D1S5_N10_SOTO_PROTOCOLS,C,10,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
0eb44534-f661-4d15-9473-a5bcf8fcf73f,9b8b9750-78a6-43ff-8a08-4473af2bce40,MLQ5X_D5_SEQUENCE_22,MLQ5X_D5S22_N27_SOTO_MINOR_RISK_REPORT,A,27,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
0eb44534-f661-4d15-9473-a5bcf8fcf73f,9b8b9750-78a6-43ff-8a08-4473af2bce40,MLQ5X_D5_SEQUENCE_23,MLQ5X_D5S23_N28_RIOS_TENS_PROTOCOL,B,28,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
ea404ae2-3f12-4df9-bd60-ef021301bc8b,8a5734f7-b144-4ada-bc5e-ae748a9487ae,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N3_RIOS_PROTOCOLS,A,3,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0
51306206-2f75-45e9-b639-9f059ddef1f6,d506a8f0-8bb2-4f4b-8c4a-9741dc7e7dcc,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N1_RIOS_CHOICE,A,1,3.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0
51306206-2f75-45e9-b639-9f059ddef1f6,d506a8f0-8bb2-4f4b-8c4a-9741dc7e7dcc,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N2_GUZMAN_DOCENCIA,A,2,4.0,4.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0
42e50ef2-488a-46af-9be7-43ba51aae3b3,a71b7438-ec7a-4518-8d31-ff796802bea3,MLQ5X_D4_SEQUENCE_19,MLQ5X_D4S19_N24_GUZMAN_BOX1_BROKEN_PROMISE,A,24,3.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0
42e50ef2-488a-46af-9be7-43ba51aae3b3,a71b7438-ec7a-4518-8d31-ff796802bea3,MLQ5X_D5_SEQUENCE_21,MLQ5X_D5S21_N26_SOFIA_MINOR_RECORD_ERROR,A,26,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
42e50ef2-488a-46af-9be7-43ba51aae3b3,a71b7438-ec7a-4518-8d31-ff796802bea3,MLQ5X_D4_SEQUENCE_20,MLQ5X_D4S20_N25_RIOS_FLEXIBILITY_REQUEST,B,25,2.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
42e50ef2-488a-46af-9be7-43ba51aae3b3,a71b7438-ec7a-4518-8d31-ff796802bea3,MLQ5X_D5_SEQUENCE_22,MLQ5X_D5S22_N27_SOTO_MINOR_RISK_REPORT,B,27,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
def078d2-e602-4f38-bff9-19a3105965da,005f45f5-a4c8-401e-811f-a9a24a561ee3,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N1_RIOS_CHOICE,C,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N1_RIOS_CHOICE,B,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N2_GUZMAN_DOCENCIA,B,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N3_RIOS_PROTOCOLS,B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N4_SOTO_INDICATORS,A,4,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N5_SOFIA_PRIORITY,C,5,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_5,MLQ5X_D1S5_N10_SOTO_PROTOCOLS,C,10,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N7_RIOS_DERIVACION,B,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N8_RIOS_SANCION,B,8,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N9_SOTO_REPORTE,A,9,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_8,MLQ5X_D2S8_N11_SOTO_DECISION,A,11,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D1_SEQUENCE_3,MLQ5X_D1S3_N6_GUZMAN_DOCENCIA,C,6,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N13_LATE_ARRIVAL_RESPONSE,A,13,2.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N14_RIOS_EXTENDED_SHIFTS,A,14,3.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N15_RIOS_RESIGNATION_RISK,B,15,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_9,MLQ5X_D2S9_N12_SOTO_WATER_CUT_FOLLOWUP,A,12,4.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_11,MLQ5X_D2S11_N16_GUZMAN_VISION,C,16,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D2_SEQUENCE_11,MLQ5X_D2S11_N17_GUZMAN_PRACTICE_CUPS,B,17,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D3_SEQUENCE_14,MLQ5X_D3S14_N18_SOFIA_BOX6_DECISION,A,18,3.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D3_SEQUENCE_14,MLQ5X_D3S14_N19_ULTRASOUND_SHARED_USE,A,19,3.0,3.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D3_SEQUENCE_15,MLQ5X_D3S15_N20_SOTO_ROTATING_SHIFTS_DECISION,A,20,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D3_SEQUENCE_18,MLQ5X_D3S18_N23_JAVIER_WORKLOAD,A,23,3.0,3.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0
e0e00339-5d78-4ceb-8926-4d3f6e23005a,92332051-d2fa-45e5-aae5-d0a7e295ac41,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N2_GUZMAN_DOCENCIA,C,2,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N1_RIOS_CHOICE,A,1,3.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N2_GUZMAN_DOCENCIA,B,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D3_SEQUENCE_16,MLQ5X_D3S16_N21_GUZMAN_UNREGISTERED_INTERNS,A,21,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D3_SEQUENCE_16,MLQ5X_D3S16_N22_GUZMAN_CONVENIO_BOX1,B,22,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D4_SEQUENCE_19,MLQ5X_D4S19_N24_GUZMAN_BOX1_BROKEN_PROMISE,C,24,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D5_SEQUENCE_21,MLQ5X_D5S21_N26_SOFIA_MINOR_RECORD_ERROR,A,26,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D4_SEQUENCE_20,MLQ5X_D4S20_N25_RIOS_FLEXIBILITY_REQUEST,B,25,2.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D5_SEQUENCE_22,MLQ5X_D5S22_N27_SOTO_MINOR_RISK_REPORT,A,27,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
c9eaab78-3650-49a0-af72-6be46190f081,88ffbd4d-bf9a-499a-97cf-a96960a6d9f7,MLQ5X_D5_SEQUENCE_23,MLQ5X_D5S23_N28_RIOS_TENS_PROTOCOL,B,28,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
51306206-2f75-45e9-b639-9f059ddef1f6,d506a8f0-8bb2-4f4b-8c4a-9741dc7e7dcc,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N3_RIOS_PROTOCOLS,B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
51306206-2f75-45e9-b639-9f059ddef1f6,d506a8f0-8bb2-4f4b-8c4a-9741dc7e7dcc,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N4_SOTO_INDICATORS,A,4,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N3_RIOS_PROTOCOLS,A,3,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N4_SOTO_INDICATORS,C,4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_1,MLQ5X_D1S1_N5_SOFIA_PRIORITY,C,5,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_5,MLQ5X_D1S5_N10_SOTO_PROTOCOLS,C,10,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N7_RIOS_DERIVACION,A,7,3.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N8_RIOS_SANCION,C,8,2.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_4,MLQ5X_D1S4_N9_SOTO_REPORTE,A,9,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D1_SEQUENCE_3,MLQ5X_D1S3_N6_GUZMAN_DOCENCIA,B,6,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_8,MLQ5X_D2S8_N11_SOTO_DECISION,C,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N13_LATE_ARRIVAL_RESPONSE,A,13,2.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N14_RIOS_EXTENDED_SHIFTS,A,14,3.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_10,MLQ5X_D2S10_N15_RIOS_RESIGNATION_RISK,B,15,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_9,MLQ5X_D2S9_N12_SOTO_WATER_CUT_FOLLOWUP,A,12,4.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_11,MLQ5X_D2S11_N16_GUZMAN_VISION,C,16,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D2_SEQUENCE_11,MLQ5X_D2S11_N17_GUZMAN_PRACTICE_CUPS,B,17,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D3_SEQUENCE_14,MLQ5X_D3S14_N18_SOFIA_BOX6_DECISION,A,18,3.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D3_SEQUENCE_14,MLQ5X_D3S14_N19_ULTRASOUND_SHARED_USE,A,19,3.0,3.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D3_SEQUENCE_15,MLQ5X_D3S15_N20_SOTO_ROTATING_SHIFTS_DECISION,A,20,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D3_SEQUENCE_18,MLQ5X_D3S18_N23_JAVIER_WORKLOAD,B,23,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D3_SEQUENCE_16,MLQ5X_D3S16_N21_GUZMAN_UNREGISTERED_INTERNS,C,21,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
33147eee-9e34-48ec-9c3b-9c2b6a11078e,cfe79b41-4332-48db-ad43-c85d397a6522,MLQ5X_D3_SEQUENCE_16,MLQ5X_D3S16_N22_GUZMAN_CONVENIO_BOX1,C,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
