region,idc,puntaje,nem,ingreso2,vacantes,ingreso,year,stem,area
7,22116,639,615,11,15,54,2016,0,Education
7,17776,,,,50,51,2016,0,Education
7,30240,,,,,1,2016,0,Education
7,30239,,,,,1,2016,0,Education
7,10302,481,499,5,35,100,2016,0,Education
7,30236,,,,,8,2016,0,Education
7,33699,458,471,12,40,19,2016,0,Education
7,33708,,,,40,23,2016,0,Education
7,11078,495,500,12,30,81,2016,0,Education
7,10573,472,469,37,70,260,2016,0,Education
7,17682,,,,60,127,2016,0,Education
7,11074,477,455,19,30,87,2016,0,Education
7,11076,,,,30,43,2016,0,Education
7,10575,514,514,22,40,100,2016,0,Education
7,10577,,,,30,49,2016,0,Education
7,1542,484,525,60,65,177,2016,0,Education
7,1544,534,524,30,30,135,2016,0,Education
7,1546,510,496,129,120,567,2016,0,Education
7,22408,,,,15,11,2016,0,Education
7,1553,495,494,16,10,41,2016,0,Education
7,1545,503,482,48,40,198,2016,0,Education
7,1547,540,521,51,50,241,2016,0,Education
7,1566,528,519,25,25,112,2016,0,Education
7,1537,,,,10,66,2016,0,Education
7,33612,,,,,58,2016,0,Education
6,2667,470,,43,70,239,2016,0,Education
6,10069,505,,15,25,68,2016,0,Education
6,10071,538,,16,30,77,2016,0,Education
6,10070,474,,19,30,124,2016,0,Education
6,14949,499,,48,70,255,2016,0,Education
6,24682,530,,9,30,63,2016,0,Education
6,27149,483,,11,25,86,2016,0,Education
6,32163,530,,8,30,48,2016,0,Education
11,23073,,,,20,80,2016,0,Education
11,33425,,,,25,29,2016,0,Education
3,23062,,,,25,111,2016,0,Education
3,17586,,,,40,148,2016,0,Education
11,23063,,,,15,21,2016,0,Education
11,35662,,,,15,13,2016,0,Education
5,2970,,,,30,94,2016,0,Education
7,20025,,,,20,34,2016,0,Education
7,14716,,,,,4,2016,0,Education
7,35661,,,,20,17,2016,0,Education
5,14730,,,,,1,2016,0,Education
3,35663,,,,20,50,2016,0,Education
11,16287,,,,,4,2016,0,Education
11,24681,,,,,14,2016,0,Education
10,20005,,,,,1,2016,0,Education
5,23066,,,,,19,2016,0,Education
5,19506,,,,,1,2016,0,Education
7,23064,,,,,9,2016,0,Education
7,23068,,,,,12,2016,0,Education
7,23067,,,,,1,2016,0,Education
7,20050,,,,,1,2016,0,Education
3,17591,,,,30,115,2016,0,Education
11,16286,,,,35,141,2016,0,Education
5,2979,,,,30,124,2016,0,Education
7,23083,,,,25,49,2016,0,Education
7,23084,,,,,9,2016,0,Education
5,12293,,,,,17,2016,0,Education
7,15262,,,,,9,2016,0,Education
3,23061,,,,,17,2016,0,Education
11,23072,,,,,17,2016,0,Education
5,14732,,,,20,46,2016,0,Education
7,14717,,,,,25,2016,0,Education
7,23223,,,,,11,2016,0,Education
10,3382,490,,26,30,129,2016,0,Education
2,3327,490,,16,25,82,2016,0,Education
5,3345,512,,28,35,142,2016,0,Education
10,3410,504,,38,40,156,2016,0,Education
14,3437,,,,,17,2016,0,Education
14,3401,509,,9,25,92,2016,0,Education
7,3310,515,,41,45,212,2016,0,Education
9,3368,514,,29,35,140,2016,0,Education
12,3390,516,,47,40,166,2016,0,Education
13,15717,492,,14,25,48,2016,0,Education
6,3358,514,,27,40,162,2016,0,Education
3,3333,,,,,5,2016,0,Education
1,3316,,,,,1,2016,0,Education
5,3344,,,,,13,2016,0,Education
14,3399,502,,9,25,23,2016,0,Education
7,3308,509,,25,25,78,2016,0,Education
13,19420,,,,,3,2016,0,Education
6,3356,,,,,1,2016,0,Education
7,17072,537,,41,45,158,2016,0,Education
1,14056,,,,,1,2016,0,Education
10,3381,,,,,3,2016,0,Education
5,9446,,,,,8,2016,0,Education
10,3408,,,,,3,2016,0,Education
14,3400,,,,,15,2016,0,Education
7,3309,,,,25,51,2016,0,Education
9,3367,,,,,10,2016,0,Education
12,3389,,,,,4,2016,0,Education
6,3357,,,,,1,2016,0,Education
3,13489,,,,,17,2016,0,Education
10,12462,503,,19,20,86,2016,0,Education
5,10606,526,,31,30,153,2016,0,Education
14,19423,,,,,3,2016,0,Education
7,3430,511,,39,45,200,2016,0,Education
9,15278,,,,,45,2016,0,Education
12,10621,,,,,16,2016,0,Education
6,3425,,,,,51,2016,0,Education
3,9441,,,,,18,2016,0,Education
10,12466,,,,25,48,2016,0,Education
2,12471,529,,17,25,63,2016,0,Education
14,12479,,,,,5,2016,0,Education
14,10628,511,,17,20,82,2016,0,Education
7,3423,530,,22,45,139,2016,0,Education
9,15279,,,,,27,2016,0,Education
12,10624,,,,,45,2016,0,Education
6,3426,,,,25,50,2016,0,Education
10,35435,,,,30,32,2016,0,Education
7,35432,,,,44,44,2016,0,Education
6,35434,,,,25,25,2016,0,Education
7,35666,,,184,180,300,2016,0,Education
7,32039,,,516,300,835,2016,0,Education
7,34624,,,162,160,664,2016,0,Education
7,33433,,,50,70,416,2016,0,Education
7,33431,,,,,18,2016,0,Education
7,15092,,,,,12,2016,0,Education
7,33375,,,221,200,440,2016,0,Education
7,15086,,,,,17,2016,0,Education
7,15100,,,,,9,2016,0,Education
7,15117,,,,,28,2016,0,Education
7,15120,,,,,11,2016,0,Education
7,16251,,,,,15,2016,0,Education
7,16252,,,,,23,2016,0,Education
7,33429,,,,,7,2016,0,Education
7,32031,,,,20,7,2016,0,Education
7,31124,,,,,30,2016,0,Education
9,3644,558,562,46,60,239,2016,0,Education
9,23976,600,591,60,57,216,2016,0,Education
9,11844,579,578,59,60,287,2016,0,Education
9,3663,594,591,42,60,220,2016,0,Education
9,3642,557,530,10,20,52,2016,0,Education
10,11890,565,575,86,80,398,2016,0,Education
10,3900,511,500,38,40,138,2016,0,Education
10,3942,532,528,64,60,281,2016,0,Education
10,24381,513,494,84,70,330,2016,0,Education
10,3945,557,557,85,80,388,2016,0,Education
10,21404,559,538,31,40,147,2016,0,Education
10,3948,,,,10,9,2016,0,Education
10,25983,,,,,3,2016,0,Education
10,25985,,,,,24,2016,0,Education
10,19625,,,,,87,2016,0,Education
10,17482,,,,,65,2016,0,Education
11,19673,,,,,56,2016,0,Education
10,17480,,,,,42,2016,0,Education
7,15856,,,,45,144,2016,0,Education
3,32356,,,,35,124,2016,0,Education
3,18896,,,,,160,2016,0,Education
11,32370,,,,40,92,2016,0,Education
11,18901,,,,,93,2016,0,Education
11,18900,,,,,32,2016,0,Education
4,32369,,,,30,91,2016,0,Education
4,18897,,,,,93,2016,0,Education
15,32361,,,,25,42,2016,0,Education
15,20718,,,,,18,2016,0,Education
15,20719,,,,,44,2016,0,Education
9,32372,,,,30,46,2016,0,Education
9,18904,,,,,56,2016,0,Education
2,32367,,,,35,120,2016,0,Education
2,19956,,,,,94,2016,0,Education
5,32357,,,,25,68,2016,0,Education
5,19952,,,,,98,2016,0,Education
7,32368,,,,50,69,2016,0,Education
7,18899,,,,,35,2016,0,Education
10,19944,,,,,92,2016,0,Education
10,32371,,,,,18,2016,0,Education
14,32360,,,,30,41,2016,0,Education
14,19953,,,,,47,2016,0,Education
7,32373,,,,50,109,2016,0,Education
14,19961,,,,,79,2016,0,Education
16,32364,,,,40,78,2016,0,Education
16,19949,,,,,73,2016,0,Education
16,19945,,,,,40,2016,0,Education
7,19954,,,,,137,2016,0,Education
7,32366,,,,60,132,2016,0,Education
9,32365,,,,32,84,2016,0,Education
9,19958,,,,,50,2016,0,Education
10,18902,,,,,94,2016,0,Education
13,32359,,,,50,82,2016,0,Education
13,19957,,,,,95,2016,0,Education
6,32358,,,,35,76,2016,0,Education
6,19947,,,,,120,2016,0,Education
12,3894,598,605,75,70,484,2016,0,Education
12,3893,502,489,7,20,41,2016,0,Education
12,14915,542,522,20,20,105,2016,0,Education
12,16479,529,537,47,40,251,2016,0,Education
12,3886,567,546,63,60,353,2016,0,Education
12,3877,586,577,11,20,107,2016,0,Education
12,27151,,,,,24,2016,0,Education
12,26341,460,417,2,5,134,2016,0,Education
12,35812,,,,,301,2016,0,Education
14,3479,529,518,47,35,170,2016,0,Education
14,35793,550,557,6,25,6,2016,0,Education
14,3450,548,544,14,25,126,2016,0,Education
14,9684,,,,,6,2016,0,Education
14,18282,,,,,2,2016,0,Education
14,18281,,,,,2,2016,0,Education
14,3461,520,483,20,25,128,2016,0,Education
14,3448,507,479,14,30,202,2016,0,Education
14,9683,543,527,26,30,138,2016,0,Education
14,3443,549,506,24,25,104,2016,0,Education
14,3449,563,546,39,40,196,2016,0,Education
14,3444,570,540,11,25,107,2016,0,Education
14,35773,,,,60,35,2016,0,Education
14,35859,,,,,49,2016,0,Education
14,35839,,,,,18,2016,0,Education
14,35860,,,,60,83,2016,0,Education
14,35791,,,,60,93,2016,0,Education
14,23177,,,,,42,2016,0,Education
14,35784,,,,120,140,2016,0,Education
14,35764,,,,80,89,2016,0,Education
14,9700,,,,,192,2016,0,Education
14,9707,,,,,141,2016,0,Education
7,11930,,,,25,18,2016,0,Education
7,11928,,,,25,2,2016,0,Education
7,29196,565,567,33,30,75,2016,0,Education
7,8862,540,533,39,30,93,2016,0,Education
7,3992,539,520,46,40,187,2016,0,Education
7,24207,556,533,29,25,84,2016,0,Education
7,8869,569,505,58,60,185,2016,0,Education
7,8866,570,496,9,15,25,2016,0,Education
7,8867,589,518,65,60,231,2016,0,Education
7,8868,573,559,104,100,374,2016,0,Education
7,22085,572,534,58,55,171,2016,0,Education
7,14954,579,547,82,75,322,2016,0,Education
7,4024,,,,45,70,2016,0,Education
7,14959,,,,,23,2016,0,Education
7,22151,,,4,10,13,2016,0,Education
7,11925,,,,10,11,2016,0,Education
7,11923,,,15,15,82,2016,0,Education
7,17201,,,2,15,25,2016,0,Education
7,22787,,,,160,204,2016,0,Education
7,22788,,,,90,201,2016,0,Education
7,33436,,,,90,155,2016,0,Education
7,33438,,,,140,208,2016,0,Education
7,22786,,,,30,68,2016,0,Education
7,22785,,,,60,103,2016,0,Education
7,22795,,,,30,29,2016,0,Education
7,22796,,,,35,28,2016,0,Education
6,6488,,,,,36,2016,0,Education
6,6487,,,,,2,2016,0,Education
6,8905,,,,30,30,2016,0,Education
6,8904,,,,30,46,2016,0,Education
7,38076,,,,80,31,2016,0,Education
10,8955,,,,,201,2016,0,Education
10,16582,,,,,166,2016,0,Education
5,24000,,,,,17,2016,0,Education
5,24001,,,,,50,2016,0,Education
7,6698,,,,,50,2016,0,Education
7,6701,,,,,193,2016,0,Education
6,22753,,,,,26,2016,0,Education
6,22752,,,,,39,2016,0,Education
10,31609,,,,200,7,2016,0,Education
7,6704,,,,,6,2016,0,Education
7,11963,,,,200,32,2016,0,Education
10,31601,,,,,3,2016,0,Education
7,31555,,,,,13,2016,0,Education
10,31612,,,,,9,2016,0,Education
7,31548,,,,,7,2016,0,Education
8,21968,,,,,1,2016,0,Education
10,30990,,,,20,26,2016,0,Education
7,25204,,,,20,12,2016,0,Education
8,27363,,,,20,19,2016,0,Education
10,18986,,,,35,74,2016,0,Education
10,18985,,,,32,39,2016,0,Education
10,20433,,,,25,69,2016,0,Education
10,20434,,,,25,67,2016,0,Education
7,26250,,,,20,16,2016,0,Education
7,26251,,,,20,34,2016,0,Education
8,20431,,,,25,38,2016,0,Education
8,20432,,,,25,31,2016,0,Education
10,20458,,,,25,73,2016,0,Education
10,17936,,,,28,48,2016,0,Education
10,31240,,,,44,86,2016,0,Education
10,31246,,,,44,81,2016,0,Education
13,30989,,,,70,171,2016,0,Education
7,31245,,,,20,15,2016,0,Education
7,32401,,,,20,13,2016,0,Education
8,31244,,,,30,54,2016,0,Education
8,31242,,,,30,30,2016,0,Education
7,34613,,,,,81,2016,0,Education
7,34609,,,,,111,2016,0,Education
7,6607,,,,,6,2016,0,Education
11,28748,,,,,103,2016,0,Education
11,28749,,,,,111,2016,0,Education
10,21563,,,,,116,2016,0,Education
7,20893,,,,,90,2016,0,Education
6,28381,,,,,43,2016,0,Education
6,28383,,,,,59,2016,0,Education
11,3078,,,,,1,2016,0,Education
11,32380,,,,40,50,2016,0,Education
11,32381,,,,40,48,2016,0,Education
10,32382,,,,40,16,2016,0,Education
10,32377,,,,45,20,2016,0,Education
7,32376,,,,45,19,2016,0,Education
6,32375,,,,40,12,2016,0,Education
6,32378,,,,40,27,2016,0,Education
7,27025,,,,,3,2016,0,Education
7,22383,,,,,18,2016,0,Education
11,3547,,,,,59,2016,0,Education
11,22285,,,,,27,2016,0,Education
10,3557,,,,,37,2016,0,Education
9,30146,,,,,6,2016,0,Education
5,3484,,,,,14,2016,0,Education
5,22071,,,,,10,2016,0,Education
10,3570,,,,,42,2016,0,Education
5,3497,,,,,84,2016,0,Education
14,15158,,,,,32,2016,0,Education
14,15165,,,,,20,2016,0,Education
7,15205,,,,,2,2016,0,Education
9,24701,,,,,32,2016,0,Education
9,11648,,,,,11,2016,0,Education
5,3520,,,,,11,2016,0,Education
14,22385,,,,,10,2016,0,Education
7,3631,,,,,4,2016,0,Education
7,22384,,,,,10,2016,0,Education
11,3545,,,,,37,2016,0,Education
10,3555,,,,,39,2016,0,Education
5,3482,,,,,27,2016,0,Education
10,3568,,,,,41,2016,0,Education
5,3515,,,,,13,2016,0,Education
14,14179,,,,,31,2016,0,Education
7,3621,,,,,35,2016,0,Education
11,14172,,,,15,35,2016,0,Education
11,34038,,,,,4,2016,0,Education
10,34180,,,,20,77,2016,0,Education
10,34263,,,,15,52,2016,0,Education
5,15129,,,,15,35,2016,0,Education
14,34279,,,,20,104,2016,0,Education
7,34222,,,,5,3,2016,0,Education
10,33528,,,,20,9,2016,0,Education
11,32924,,,,25,21,2016,0,Education
10,34308,,,,20,17,2016,0,Education
7,24733,,,,20,21,2016,0,Education
11,34253,,,,32,32,2016,0,Education
10,19837,,,,20,16,2016,0,Education
10,34037,,,,20,8,2016,0,Education
9,19843,,,,20,48,2016,0,Education
5,18984,,,,20,1,2016,0,Education
7,22418,,,,20,42,2016,0,Education
11,3550,,,,,8,2016,0,Education
11,34034,,,,50,100,2016,0,Education
10,14980,,,,20,1,2016,0,Education
10,27254,,,,20,25,2016,0,Education
10,34036,,,,20,97,2016,0,Education
10,32965,,,,20,9,2016,0,Education
9,18752,,,,,5,2016,0,Education
5,32910,,,,20,3,2016,0,Education
5,34128,,,,25,37,2016,0,Education
10,34257,,,,20,60,2016,0,Education
10,18756,,,,,1,2016,0,Education
5,27479,,,,25,45,2016,0,Education
14,27382,,,,20,32,2016,0,Education
14,34276,,,,35,74,2016,0,Education
3,22762,,,,,36,2016,0,Education
11,24697,,,,100,87,2016,0,Education
10,30168,,,,25,73,2016,0,Education
9,24696,,,,20,14,2016,0,Education
9,24699,,,,25,47,2016,0,Education
14,22763,,,,200,292,2016,0,Education
9,24698,,,,25,56,2016,0,Education
11,10024,,,,80,131,2016,0,Education
11,13584,,,,40,52,2016,0,Education
10,14940,,,,120,249,2016,0,Education
10,14941,,,,80,105,2016,0,Education
10,14942,,,,80,151,2016,0,Education
10,14943,,,,40,74,2016,0,Education
11,33817,,,,40,60,2016,0,Education
10,33811,,,,60,64,2016,0,Education
10,33807,,,,30,35,2016,0,Education
10,33806,,,,40,31,2016,0,Education
14,34419,,,,25,16,2016,0,Education
14,31687,,,,25,83,2016,0,Education
10,13675,,,,50,75,2016,0,Education
10,12168,,,,25,81,2016,0,Education
9,12104,,,,25,100,2016,0,Education
9,12140,,,,25,99,2016,0,Education
5,16642,,,,25,21,2016,0,Education
5,31664,,,,25,20,2016,0,Education
10,28978,,,,25,1,2016,0,Education
10,28362,,,,25,34,2016,0,Education
7,21875,,,,25,110,2016,0,Education
7,24940,,,,25,106,2016,0,Education
14,14701,,,,50,152,2016,0,Education
14,13700,,,,50,108,2016,0,Education
14,13620,,,,50,114,2016,0,Education
14,13621,,,,50,164,2016,0,Education
7,26282,,,,25,9,2016,0,Education
7,26281,,,,50,55,2016,0,Education
6,18889,,,,25,133,2016,0,Education
6,21876,,,,25,63,2016,0,Education
7,24938,,,,45,67,2016,0,Education
7,24939,,,,40,94,2016,0,Education
7,9453,,,,25,83,2016,0,Education
7,9454,,,,30,95,2016,0,Education
12,16693,,,,50,165,2016,0,Education
12,16668,,,,50,171,2016,0,Education
6,29021,,,,25,11,2016,0,Education
6,29022,,,,25,24,2016,0,Education
10,28366,,,,,4,2016,0,Education
10,26374,,,,,5,2016,0,Education
10,24807,,,,,6,2016,0,Education
9,21895,,,,,9,2016,0,Education
14,28994,,,,,2,2016,0,Education
14,28993,,,,,1,2016,0,Education
7,31673,,,,,15,2016,0,Education
7,21236,,,,,11,2016,0,Education
7,21277,,,,,9,2016,0,Education
12,21237,,,,,36,2016,0,Education
12,21239,,,,,14,2016,0,Education
10,34386,,,,50,39,2016,0,Education
10,34390,,,,25,28,2016,0,Education
9,34544,,,,25,12,2016,0,Education
5,34526,,,,25,20,2016,0,Education
10,34527,,,,25,33,2016,0,Education
10,34520,,,,25,36,2016,0,Education
7,34513,,,,25,49,2016,0,Education
14,34380,,,,50,54,2016,0,Education
14,34378,,,,25,29,2016,0,Education
6,34536,,,,25,33,2016,0,Education
7,34372,,,,25,46,2016,0,Education
7,34382,,,,25,14,2016,0,Education
7,34383,,,,25,30,2016,0,Education
12,34401,,,,50,86,2016,0,Education
12,34404,,,,40,65,2016,0,Education
14,28983,,,,25,76,2016,0,Education
14,29026,,,,25,12,2016,0,Education
10,14697,,,,25,134,2016,0,Education
10,4110,,,,25,18,2016,0,Education
9,10601,,,,25,122,2016,0,Education
9,12158,,,,25,37,2016,0,Education
10,29019,,,,25,23,2016,0,Education
10,28360,,,,25,3,2016,0,Education
7,21893,,,,25,49,2016,0,Education
7,26154,,,,25,16,2016,0,Education
14,16643,,,,25,19,2016,0,Education
14,27324,,,,25,49,2016,0,Education
14,27325,,,,25,3,2016,0,Education
7,22079,,,,25,20,2016,0,Education
7,28361,,,,25,13,2016,0,Education
7,31652,,,,25,1,2016,0,Education
12,15420,,,,25,86,2016,0,Education
12,15419,,,,25,24,2016,0,Education
6,31679,,,,25,188,2016,0,Education
7,30996,,,,25,8,2016,0,Education
7,31007,,,,25,9,2016,0,Education
6,31164,,,,25,57,2016,0,Education
6,31157,,,,25,12,2016,0,Education
7,31152,,,,25,24,2016,0,Education
14,34523,,,,25,50,2016,0,Education
14,34532,,,,25,19,2016,0,Education
10,34495,,,,25,110,2016,0,Education
10,34498,,,,25,45,2016,0,Education
9,34376,,,,25,88,2016,0,Education
9,34377,,,,25,63,2016,0,Education
5,34512,,,,25,45,2016,0,Education
5,34463,,,,25,13,2016,0,Education
10,34558,,,,25,35,2016,0,Education
10,34561,,,,25,33,2016,0,Education
7,34370,,,,25,89,2016,0,Education
7,34375,,,,25,57,2016,0,Education
14,34485,,,,50,88,2016,0,Education
14,34545,,,,25,30,2016,0,Education
14,34548,,,,50,107,2016,0,Education
14,34551,,,,50,71,2016,0,Education
7,34340,,,,25,25,2016,0,Education
7,34501,,,,25,32,2016,0,Education
6,34529,,,,25,114,2016,0,Education
6,34480,,,,25,57,2016,0,Education
7,34371,,,,50,103,2016,0,Education
7,34374,,,,60,85,2016,0,Education
7,34396,,,,50,56,2016,0,Education
7,34381,,,,25,42,2016,0,Education
12,34405,,,,50,124,2016,0,Education
12,34406,,,,25,96,2016,0,Education
6,34409,,,,25,32,2016,0,Education
6,34402,,,,25,20,2016,0,Education
7,9587,,,,150,376,2016,0,Education
7,7252,,,,120,527,2016,0,Education
7,33531,,,,35,16,2016,0,Education
7,33530,,,,35,22,2016,0,Education
7,31211,,,,120,372,2016,0,Education
7,31194,,,,90,276,2016,0,Education
10,24910,,,,,4,2016,0,Education
15,20460,,,,,1,2016,0,Education
15,20495,,,,,29,2016,0,Education
10,28683,,,,,5,2016,0,Education
10,20486,,,,,33,2016,0,Education
10,23005,,,,,4,2016,0,Education
10,20487,,,,,33,2016,0,Education
6,20390,,,,,54,2016,0,Education
6,20423,,,,,62,2016,0,Education
8,20655,,,,,128,2016,0,Education
8,23012,,,,,1,2016,0,Education
8,20584,,,,,5,2016,0,Education
8,20653,,,,,28,2016,0,Education
6,30952,,,,,18,2016,0,Education
6,20649,,,,,3,2016,0,Education
8,23017,,,,,17,2016,0,Education
8,20565,,,,,145,2016,0,Education
8,20593,,,,,18,2016,0,Education
9,23020,,,,,35,2016,0,Education
9,20566,,,,,193,2016,0,Education
9,23018,,,,,3,2016,0,Education
9,20455,,,,,14,2016,0,Education
9,20424,,,,,43,2016,0,Education
12,20403,,,,,145,2016,0,Education
12,34360,,,,,26,2016,0,Education
12,20564,,,,,13,2016,0,Education
12,20404,,,,,1,2016,0,Education
13,20451,,,,,144,2016,0,Education
13,20598,,,,,5,2016,0,Education
13,23000,,,,,1,2016,0,Education
13,20452,,,,,56,2016,0,Education
6,28720,,,,,5,2016,0,Education
10,20976,,,,,21,2016,0,Education
10,28685,,,,,9,2016,0,Education
6,28688,,,,,15,2016,0,Education
6,28735,,,,,14,2016,0,Education
8,28338,,,,,29,2016,0,Education
8,30946,,,,,10,2016,0,Education
6,28744,,,,,8,2016,0,Education
8,28342,,,,,103,2016,0,Education
8,28698,,,,,1,2016,0,Education
8,32826,,,,,22,2016,0,Education
9,28707,,,,,125,2016,0,Education
9,21099,,,,,1,2016,0,Education
9,21060,,,,,12,2016,0,Education
12,21062,,,,,149,2016,0,Education
12,21098,,,,,4,2016,0,Education
13,28343,,,,,26,2016,0,Education
13,21053,,,,,4,2016,0,Education
6,28344,,,,,1,2016,0,Education
10,20977,,,,,1,2016,0,Education
9,20908,,,,,2,2016,0,Education
12,20911,,,,,1,2016,0,Education
3,22911,,,,72,202,2016,0,Education
3,22914,,,,53,188,2016,0,Education
10,17215,,,,79,262,2016,0,Education
9,19099,,,,43,165,2016,0,Education
5,17533,,,,55,201,2016,0,Education
10,26206,,,,83,244,2016,0,Education
14,26473,,,,74,189,2016,0,Education
7,26498,,,,67,201,2016,0,Education
14,19105,,,,76,162,2016,0,Education
8,17209,,,,114,392,2016,0,Education
6,22982,,,,65,223,2016,0,Education
8,22931,,,,76,243,2016,0,Education
7,26056,,,,46,146,2016,0,Education
7,17212,,,,105,293,2016,0,Education
9,26057,,,,47,173,2016,0,Education
12,19867,,,,97,360,2016,0,Education
6,26472,,,,44,90,2016,0,Education
6,19103,,,,66,231,2016,0,Education
6,35352,,,,30,24,2016,0,Education
10,26186,,,,69,117,2016,0,Education
9,26188,,,,32,85,2016,0,Education
10,26187,,,,65,133,2016,0,Education
14,29117,,,,37,75,2016,0,Education
7,26499,,,,54,114,2016,0,Education
14,26189,,,,47,107,2016,0,Education
8,26190,,,,46,110,2016,0,Education
7,21872,,,,51,135,2016,0,Education
9,29118,,,,31,40,2016,0,Education
12,26191,,,,47,88,2016,0,Education
6,29121,,,,29,50,2016,0,Education
6,28547,,,,34,95,2016,0,Education
3,9795,,,,37,80,2016,0,Education
3,9808,,,,49,108,2016,0,Education
10,15484,,,,113,208,2016,0,Education
10,15485,,,,60,132,2016,0,Education
7,32819,,,,31,33,2016,0,Education
9,15497,,,,63,116,2016,0,Education
9,33483,,,,64,106,2016,0,Education
5,22935,,,,48,103,2016,0,Education
10,22986,,,,66,137,2016,0,Education
10,35331,,,,30,41,2016,0,Education
14,26475,,,,34,84,2016,0,Education
7,26474,,,,70,136,2016,0,Education
14,17471,,,,51,86,2016,0,Education
14,31707,,,,31,50,2016,0,Education
8,5763,,,,99,217,2016,0,Education
6,22949,,,,40,114,2016,0,Education
8,22930,,,,77,262,2016,0,Education
7,35336,,,,25,41,2016,0,Education
7,35346,,,,45,37,2016,0,Education
7,15588,,,,68,142,2016,0,Education
7,15590,,,,69,156,2016,0,Education
9,26058,,,,46,85,2016,0,Education
12,22916,,,,42,118,2016,0,Education
6,26476,,,,54,103,2016,0,Education
6,5748,,,,78,163,2016,0,Education
7,4812,,,,25,21,2016,0,Education
7,8873,,,,30,36,2016,0,Education
7,28335,,,,35,104,2016,0,Education
7,21170,,,,70,189,2016,0,Education
7,7374,,,,105,302,2016,0,Education
7,7379,,,,70,145,2016,0,Education
7,28337,,,,30,25,2016,0,Education
5,9681,,,,,112,2016,0,Education
5,16095,,,,,44,2016,0,Education
8,16209,,,,,89,2016,0,Education
8,16211,,,,,75,2016,0,Education
7,22416,,,,,15,2016,0,Education
7,22526,,,,,13,2016,0,Education
7,9636,,,,,99,2016,0,Education
7,9637,,,,,72,2016,0,Education
12,24535,,,,,66,2016,0,Education
5,9678,,,,,64,2016,0,Education
8,16202,,,,,62,2016,0,Education
8,16203,,,,,65,2016,0,Education
7,22407,,,,,3,2016,0,Education
7,22525,,,,,9,2016,0,Education
7,9638,,,,,53,2016,0,Education
7,9639,,,,,55,2016,0,Education
5,9679,,,,,140,2016,0,Education
5,18964,,,,,75,2016,0,Education
8,34323,,,,,20,2016,0,Education
8,34312,,,,,20,2016,0,Education
7,32618,,,,,13,2016,0,Education
7,32625,,,,,30,2016,0,Education
7,9642,,,,,182,2016,0,Education
7,9643,,,,,114,2016,0,Education
12,26397,,,,,97,2016,0,Education
12,26398,,,,,77,2016,0,Education
5,33702,,,,,16,2016,0,Education
7,33691,,,,,17,2016,0,Education
5,32602,,,,,95,2016,0,Education
8,32671,,,,,62,2016,0,Education
8,32683,,,,,64,2016,0,Education
7,22415,,,,,53,2016,0,Education
7,22528,,,,,43,2016,0,Education
7,16498,,,,,84,2016,0,Education
7,16499,,,,,64,2016,0,Education
12,24463,,,,,90,2016,0,Education
12,24464,,,,,27,2016,0,Education
10,12110,,,,,336,2016,0,Education
10,12111,,,,,57,2016,0,Education
6,30974,,,,,45,2016,0,Education
6,30976,,,,,55,2016,0,Education
6,30977,,,,,6,2016,0,Education
6,12667,,,,25,18,2016,0,Education
6,12669,,,,25,10,2016,0,Education
7,30025,,,,,17,2016,0,Education
7,21058,,,,,9,2016,0,Education
4,33608,,,,20,15,2016,0,Education
4,21031,,,,28,52,2016,0,Education
7,30023,,,,165,400,2016,0,Education
7,21032,,,,,49,2016,0,Education
4,34193,,,,30,28,2016,0,Education
7,33886,,,,85,36,2016,0,Education
7,34192,,,,25,21,2016,0,Education
9,34153,,,,25,15,2016,0,Education
4,30014,,,,,5,2016,0,Education
4,29991,,,,,16,2016,0,Education
7,30021,,,,,132,2016,0,Education
7,29570,,,,,7,2016,0,Education
9,21073,,,,,2,2016,0,Education
9,30029,,,,,14,2016,0,Education
9,21074,,,,,1,2016,0,Education
4,34190,,,,20,22,2016,0,Education
4,34184,,,,30,29,2016,0,Education
7,34159,,,,85,83,2016,0,Education
9,34165,,,,20,14,2016,0,Education
4,28774,,,,,11,2016,0,Education
4,29968,,,,,11,2016,0,Education
4,29970,,,,,17,2016,0,Education
7,29967,,,,,200,2016,0,Education
7,27682,,,,25,75,2016,0,Education
7,27683,,,,25,67,2016,0,Education
7,22504,,,,25,91,2016,0,Education
7,26418,,,,25,50,2016,0,Education
12,21443,,,,40,53,2016,0,Education
12,21445,,,,40,108,2016,0,Education
12,21446,,,,35,115,2016,0,Education
12,21444,,,,35,76,2016,0,Education
3,8049,,,,30,41,2016,0,Education
1,8038,,,,40,95,2016,0,Education
11,8291,,,,90,249,2016,0,Education
10,8338,,,,70,202,2016,0,Education
10,19472,,,,45,109,2016,0,Education
4,12541,,,,40,94,2016,0,Education
9,8078,,,,40,131,2016,0,Education
7,22464,,,,35,80,2016,0,Education
2,8345,,,,50,123,2016,0,Education
2,13503,,,,50,133,2016,0,Education
5,8353,,,,40,109,2016,0,Education
10,22804,,,,50,141,2016,0,Education
14,8446,,,,50,115,2016,0,Education
5,8364,,,,60,165,2016,0,Education
14,8381,,,,50,130,2016,0,Education
16,8390,,,,40,147,2016,0,Education
8,8397,,,,45,114,2016,0,Education
7,8307,,,,45,127,2016,0,Education
7,15773,,,,40,112,2016,0,Education
9,8320,,,,75,196,2016,0,Education
12,8409,,,,90,247,2016,0,Education
