region,idc,puntaje,nem,ingreso2,vacantes,ingreso,year,stem,area
7,7458,,,41,35,270,2005,1,STEM
7,7445,,,,,266,2005,1,STEM
7,7460,,,,,46,2005,1,STEM
7,7423,,,,,217,2005,1,STEM
7,7449,,,,,77,2005,1,STEM
7,7422,,,,,404,2005,1,STEM
7,7454,,,,,6,2005,1,STEM
7,7446,,,,,545,2005,1,STEM
7,7447,,,,,59,2005,1,STEM
7,7448,,,,,125,2005,1,STEM
7,7450,,,,,38,2005,1,STEM
7,7424,,,31,30,217,2005,1,STEM
7,7416,,,25,25,261,2005,1,STEM
7,1169,,,217,210,447,2005,1,STEM
7,1174,,,30,30,189,2005,1,STEM
7,1198,,,61,60,274,2005,1,STEM
7,1193,,,186,185,1081,2005,1,STEM
10,1362,,,73,75,277,2005,1,STEM
10,1363,,,48,45,237,2005,1,STEM
10,1371,,,45,35,230,2005,1,STEM
10,1379,,,30,30,73,2005,1,STEM
10,1377,,,40,35,156,2005,1,STEM
10,1510,,,43,40,80,2005,1,STEM
10,1534,,,52,40,54,2005,1,STEM
10,1427,,,24,20,73,2005,1,STEM
10,1535,,,60,60,60,2005,1,STEM
10,1402,,,32,30,273,2005,1,STEM
10,1403,,,37,35,323,2005,1,STEM
10,1405,,,42,40,289,2005,1,STEM
10,1407,,,26,25,225,2005,1,STEM
10,1375,,,42,40,392,2005,1,STEM
10,1517,,,29,25,67,2005,1,STEM
10,1518,,,50,50,83,2005,1,STEM
10,1404,,,43,40,324,2005,1,STEM
10,1430,,,57,55,110,2005,1,STEM
10,1406,,,40,35,308,2005,1,STEM
10,1401,,,302,300,407,2005,1,STEM
10,1408,,,40,40,342,2005,1,STEM
10,1514,,,46,50,88,2005,1,STEM
10,1529,,,29,50,29,2005,1,STEM
6,1616,,,46,40,114,2005,1,STEM
6,1612,,,42,30,183,2005,1,STEM
6,1572,,,58,40,303,2005,1,STEM
6,1570,,,31,25,142,2005,1,STEM
6,1595,,,71,60,285,2005,1,STEM
6,1591,,,38,35,251,2005,1,STEM
6,1596,,,79,70,423,2005,1,STEM
6,1614,,,78,70,347,2005,1,STEM
6,1618,,,30,20,85,2005,1,STEM
6,1652,,,50,45,97,2005,1,STEM
6,1593,,,139,140,708,2005,1,STEM
6,1592,,,65,55,319,2005,1,STEM
6,1594,,,51,45,272,2005,1,STEM
6,1599,,,45,40,226,2005,1,STEM
6,1600,,,63,60,312,2005,1,STEM
6,1605,,,50,50,234,2005,1,STEM
6,1611,,,33,25,197,2005,1,STEM
6,1602,,,83,80,393,2005,1,STEM
6,1597,,,74,70,457,2005,1,STEM
6,1601,,,53,50,288,2005,1,STEM
6,1720,,,,,2,2005,1,STEM
6,1722,,,,,1,2005,1,STEM
6,1704,,,38,35,269,2005,1,STEM
10,1774,,,,25,28,2005,1,STEM
6,1729,,,,,92,2005,1,STEM
6,9863,,,63,60,74,2005,1,STEM
6,1707,,,33,25,204,2005,1,STEM
6,1708,,,61,40,588,2005,1,STEM
7,1780,,,56,50,212,2005,1,STEM
6,1710,,,63,50,441,2005,1,STEM
6,1785,,,44,30,135,2005,1,STEM
6,1718,,,,,25,2005,1,STEM
6,1706,,,69,60,464,2005,1,STEM
6,1709,,,94,50,557,2005,1,STEM
7,1748,,,79,50,471,2005,1,STEM
6,1765,,,,40,34,2005,1,STEM
6,1730,,,,,32,2005,1,STEM
6,1711,,,62,30,368,2005,1,STEM
7,1747,,,278,200,321,2005,1,STEM
6,1705,,,223,200,265,2005,1,STEM
6,1712,,,45,40,244,2005,1,STEM
7,1781,,,,35,177,2005,1,STEM
10,1773,,,,25,76,2005,1,STEM
6,1768,,,,35,123,2005,1,STEM
6,9862,,,,,3,2005,1,STEM
6,9865,,,,,64,2005,1,STEM
6,1714,,,,,15,2005,1,STEM
6,9864,,,,,3,2005,1,STEM
6,1715,,,,,69,2005,1,STEM
6,1771,,,,15,67,2005,1,STEM
7,1796,,,,,21,2005,1,STEM
10,1778,,,,25,15,2005,1,STEM
6,9866,,,,,22,2005,1,STEM
6,1770,,,,15,53,2005,1,STEM
7,9870,,,,,14,2005,1,STEM
10,1777,,,,25,14,2005,1,STEM
10,9868,,,,,17,2005,1,STEM
10,1775,,,,25,48,2005,1,STEM
6,1788,,,,20,52,2005,1,STEM
10,1733,,,24,25,66,2005,1,STEM
6,1702,,,29,25,117,2005,1,STEM
6,9867,,,,,143,2005,1,STEM
6,1727,,,28,25,141,2005,1,STEM
6,1719,,,,,17,2005,1,STEM
10,1732,,,22,25,111,2005,1,STEM
6,1701,,,34,25,73,2005,1,STEM
10,1776,,,,25,17,2005,1,STEM
6,1769,,,,,34,2005,1,STEM
7,1782,,,,25,16,2005,1,STEM
10,1779,,,,25,56,2005,1,STEM
10,1734,,,28,20,76,2005,1,STEM
6,1688,,,30,25,95,2005,1,STEM
10,1789,,,34,40,141,2005,1,STEM
6,1786,,,56,50,221,2005,1,STEM
10,1790,,,34,35,113,2005,1,STEM
6,1690,,,78,70,187,2005,1,STEM
10,1792,,,23,25,66,2005,1,STEM
6,1694,,,56,50,172,2005,1,STEM
6,1689,,,26,25,78,2005,1,STEM
6,1693,,,24,25,57,2005,1,STEM
10,1791,,,20,35,91,2005,1,STEM
6,1699,,,31,25,76,2005,1,STEM
10,1743,,,17,20,48,2005,1,STEM
10,1742,,,26,30,71,2005,1,STEM
6,1696,,,44,38,122,2005,1,STEM
7,1750,,,35,35,88,2005,1,STEM
7,1817,,,807,100,267,2005,1,STEM
7,1821,,,482,30,236,2005,1,STEM
7,1824,,,,,6,2005,1,STEM
7,8824,,,,,6,2005,1,STEM
7,1822,,,304,30,150,2005,1,STEM
7,1852,,,,,156,2005,1,STEM
7,1815,,,117,40,160,2005,1,STEM
7,1861,,,,,117,2005,1,STEM
7,1797,,,245,100,545,2005,1,STEM
7,1800,,,356,80,427,2005,1,STEM
7,1938,,,,,36,2005,1,STEM
7,1798,,,25,30,167,2005,1,STEM
7,1802,,,62,40,165,2005,1,STEM
7,1803,,,175,80,378,2005,1,STEM
7,1859,,,,,23,2005,1,STEM
7,1804,,,350,80,641,2005,1,STEM
7,1799,,,419,100,653,2005,1,STEM
7,1855,,,,,250,2005,1,STEM
7,1801,,,195,80,414,2005,1,STEM
7,1857,,,,,57,2005,1,STEM
7,1805,,,170,60,293,2005,1,STEM
7,1808,,,281,80,393,2005,1,STEM
7,1856,,,,,211,2005,1,STEM
7,1806,,,208,60,443,2005,1,STEM
7,1853,,,,,359,2005,1,STEM
7,1868,,,,,6,2005,1,STEM
7,1834,,,137,45,277,2005,1,STEM
7,1877,,,406,35,158,2005,1,STEM
7,1809,,,322,40,283,2005,1,STEM
7,1862,,,,,143,2005,1,STEM
7,1826,,,125,60,239,2005,1,STEM
7,1869,,,,,60,2005,1,STEM
7,1879,,,175,35,136,2005,1,STEM
7,1884,,,,,10,2005,1,STEM
7,1882,,,,,35,2005,1,STEM
7,1807,,,53,35,189,2005,1,STEM
7,1860,,,,,48,2005,1,STEM
7,1878,,,100,30,80,2005,1,STEM
7,1811,,,56,40,126,2005,1,STEM
7,1812,,,149,60,280,2005,1,STEM
7,1875,,,255,40,122,2005,1,STEM
7,1871,,,140,40,120,2005,1,STEM
7,1810,,,120,40,250,2005,1,STEM
7,1858,,,,,203,2005,1,STEM
7,1814,,,145,40,238,2005,1,STEM
7,1813,,,7,30,41,2005,1,STEM
7,8832,,,,,12,2005,1,STEM
7,1844,,,,,12,2005,1,STEM
7,8828,,,,,8,2005,1,STEM
7,8829,,,,,9,2005,1,STEM
7,1846,,,,,10,2005,1,STEM
7,8830,,,,,5,2005,1,STEM
7,1847,,,,,5,2005,1,STEM
7,1849,,,,,12,2005,1,STEM
7,8833,,,,,11,2005,1,STEM
13,1990,,,47,45,198,2005,1,STEM
13,1989,,,40,40,256,2005,1,STEM
13,1999,,,31,55,140,2005,1,STEM
13,2000,,,65,62,348,2005,1,STEM
13,1998,,,64,60,379,2005,1,STEM
14,2020,,,41,50,83,2005,1,STEM
13,2001,,,49,50,274,2005,1,STEM
13,1993,,,43,43,254,2005,1,STEM
14,2017,,,28,40,140,2005,1,STEM
13,2014,,,64,65,376,2005,1,STEM
13,2002,,,30,55,180,2005,1,STEM
3,2141,,,63,60,455,2005,1,STEM
3,2148,,,,,11,2005,1,STEM
3,2170,,,,,20,2005,1,STEM
3,2149,,,,,49,2005,1,STEM
3,2156,,,,,2,2005,1,STEM
3,2157,,,,,2,2005,1,STEM
3,2168,,,58,50,196,2005,1,STEM
3,2150,,,,,104,2005,1,STEM
3,2154,,,,,85,2005,1,STEM
3,2151,,,,,305,2005,1,STEM
3,2153,,,87,80,468,2005,1,STEM
3,2152,,,,,89,2005,1,STEM
3,2144,,,50,60,347,2005,1,STEM
3,2137,,,41,60,394,2005,1,STEM
3,2145,,,20,30,211,2005,1,STEM
5,2169,,,60,55,216,2005,1,STEM
3,2146,,,8,20,107,2005,1,STEM
5,6412,,,,,2,2005,1,STEM
5,6414,,,,,16,2005,1,STEM
5,6406,,,53,50,269,2005,1,STEM
5,6389,,,91,90,450,2005,1,STEM
5,6413,,,,,87,2005,1,STEM
5,6384,,,,,70,2005,1,STEM
5,6386,,,,,229,2005,1,STEM
5,6385,,,,,224,2005,1,STEM
5,6383,,,,,127,2005,1,STEM
5,6390,,,49,50,185,2005,1,STEM
5,6408,,,42,40,183,2005,1,STEM
5,6388,,,80,80,295,2005,1,STEM
5,6387,,,80,80,315,2005,1,STEM
4,2797,,,44,45,111,2005,1,STEM
4,2796,,,45,45,165,2005,1,STEM
4,2795,,,43,45,163,2005,1,STEM
4,2798,,,44,45,266,2005,1,STEM
4,10299,,,,,25,2005,1,STEM
4,2790,,,3,30,47,2005,1,STEM
4,2789,,,18,30,98,2005,1,STEM
4,2793,,,23,30,110,2005,1,STEM
4,10280,,,,,57,2005,1,STEM
4,2792,,,15,30,88,2005,1,STEM
6,2263,,,,,7,2005,1,STEM
6,2223,,,,156,199,2005,1,STEM
6,2209,,,,61,310,2005,1,STEM
6,2212,,,,75,296,2005,1,STEM
6,2266,,,,105,101,2005,1,STEM
6,2265,,,,50,57,2005,1,STEM
6,2267,,,,100,425,2005,1,STEM
6,2257,,,,49,26,2005,1,STEM
7,2259,,,,49,49,2005,1,STEM
6,2215,,,,,90,2005,1,STEM
6,2205,,,,,229,2005,1,STEM
6,2192,,,,105,465,2005,1,STEM
3,2310,,,,60,110,2005,1,STEM
3,2294,,,32,40,103,2005,1,STEM
3,2296,,,,,32,2005,1,STEM
3,2279,,,,,90,2005,1,STEM
3,2280,,,,,144,2005,1,STEM
3,2281,,,,,181,2005,1,STEM
3,2283,,,,,61,2005,1,STEM
3,2282,,,,,149,2005,1,STEM
3,2284,,,,,157,2005,1,STEM
3,2308,,,,,54,2005,1,STEM
3,2307,,,,,77,2005,1,STEM
3,2309,,,,,13,2005,1,STEM
3,2278,,,289,400,501,2005,1,STEM
3,2306,,,,,28,2005,1,STEM
3,2285,,,,,88,2005,1,STEM
3,2286,,,,,116,2005,1,STEM
3,2277,515,,26,50,145,2005,1,STEM
3,2287,,,,,89,2005,1,STEM
3,2289,,,,,112,2005,1,STEM
3,5996,,,,,40,2005,1,STEM
3,2288,,,,,193,2005,1,STEM
3,2290,,,,,63,2005,1,STEM
12,2511,,,33,30,199,2005,1,STEM
12,2509,,,37,30,236,2005,1,STEM
12,2565,,,38,30,213,2005,1,STEM
12,2508,,,,,12,2005,1,STEM
12,2533,,,67,60,419,2005,1,STEM
12,2514,,,,,175,2005,1,STEM
12,2567,,,37,40,75,2005,1,STEM
12,2516,,,,,197,2005,1,STEM
12,2571,,,38,40,38,2005,1,STEM
12,2510,,,29,30,191,2005,1,STEM
12,2513,,,,,111,2005,1,STEM
12,2566,,,49,50,106,2005,1,STEM
12,2537,,,65,60,461,2005,1,STEM
12,2512,,,25,25,113,2005,1,STEM
12,2515,,,,,49,2005,1,STEM
12,2539,,,56,50,213,2005,1,STEM
16,2580,,,,30,44,2005,1,STEM
16,2584,,,24,35,163,2005,1,STEM
16,2576,,,,,36,2005,1,STEM
16,2595,,,,,8,2005,1,STEM
16,9142,,,,20,33,2005,1,STEM
16,2577,,,,,39,2005,1,STEM
16,2575,,,47,50,95,2005,1,STEM
16,2578,,,,,42,2005,1,STEM
16,9140,,,,20,34,2005,1,STEM
16,2632,,,,,33,2005,1,STEM
16,2573,,,12,20,68,2005,1,STEM
16,2582,,,16,35,114,2005,1,STEM
16,2629,,,,,5,2005,1,STEM
16,2583,,,4,20,54,2005,1,STEM
16,2630,,,,,7,2005,1,STEM
16,2574,,,3,20,43,2005,1,STEM
16,2612,,,,20,28,2005,1,STEM
16,2609,,,,20,66,2005,1,STEM
16,2599,,,,20,65,2005,1,STEM
16,2600,,,,20,33,2005,1,STEM
16,2623,,,,20,17,2005,1,STEM
16,2624,,,,30,62,2005,1,STEM
9,2755,,,68,70,242,2005,1,STEM
9,2754,,,74,70,386,2005,1,STEM
9,2768,,,32,30,82,2005,1,STEM
9,9579,,,54,50,54,2005,1,STEM
9,9577,,,47,60,47,2005,1,STEM
9,2756,,,29,50,245,2005,1,STEM
9,9578,,,47,40,47,2005,1,STEM
7,6582,,,,15,23,2005,1,STEM
7,6601,,,,10,1,2005,1,STEM
7,6602,,,,10,4,2005,1,STEM
7,6573,,,,40,130,2005,1,STEM
7,2125,,,65,70,242,2005,1,STEM
7,2126,,,38,60,249,2005,1,STEM
7,2094,,,97,180,820,2005,1,STEM
7,2128,,,9,20,77,2005,1,STEM
7,2325,,,41,50,219,2005,1,STEM
7,2337,,,,30,37,2005,1,STEM
7,2324,,,46,50,236,2005,1,STEM
7,2334,,,15,40,106,2005,1,STEM
7,2326,,,31,60,275,2005,1,STEM
7,2340,,,,20,63,2005,1,STEM
7,8870,,,,20,29,2005,1,STEM
1,2802,,,21,50,191,2005,1,STEM
1,2811,,,,,25,2005,1,STEM
1,2826,,,,,56,2005,1,STEM
1,2812,,,,,35,2005,1,STEM
1,2813,,,,,93,2005,1,STEM
1,2814,,,,,83,2005,1,STEM
1,2819,,,,,20,2005,1,STEM
1,2818,,,,,21,2005,1,STEM
1,2816,,,,,35,2005,1,STEM
1,2815,,,,,59,2005,1,STEM
1,2817,,,,,48,2005,1,STEM
1,2853,,,19,50,21,2005,1,STEM
2,2898,,,7,30,10,2005,1,STEM
2,2953,,,23,50,7,2005,1,STEM
2,2903,,,73,60,281,2005,1,STEM
12,2942,,,25,50,68,2005,1,STEM
2,2894,,,32,50,150,2005,1,STEM
2,2888,,,81,80,441,2005,1,STEM
3,10144,,,,,43,2005,1,STEM
2,10162,,,,,38,2005,1,STEM
3,10145,,,,,121,2005,1,STEM
2,10165,,,,,58,2005,1,STEM
1,10154,,,,,34,2005,1,STEM
2,2952,,,49,60,94,2005,1,STEM
2,10163,,,,,47,2005,1,STEM
12,2906,,,,,92,2005,1,STEM
2,10155,,,,,31,2005,1,STEM
2,2886,,,13,50,28,2005,1,STEM
3,10146,,,,,46,2005,1,STEM
7,10179,,,,,249,2005,1,STEM
2,10166,,,,,31,2005,1,STEM
2,2932,,,,,58,2005,1,STEM
2,2918,,,,,40,2005,1,STEM
7,10180,,,,,138,2005,1,STEM
2,2916,,,,,51,2005,1,STEM
2,2914,,,,,84,2005,1,STEM
6,3125,,,39,30,169,2005,1,STEM
6,3124,,,38,30,168,2005,1,STEM
6,3123,,,36,30,184,2005,1,STEM
6,3172,,,22,30,35,2005,1,STEM
6,3126,,,40,35,174,2005,1,STEM
6,3153,,,,,1,2005,1,STEM
6,3155,,,,25,28,2005,1,STEM
6,3151,,,,25,61,2005,1,STEM
6,3154,,,,25,3,2005,1,STEM
6,3150,,,,25,34,2005,1,STEM
7,5498,,,11,30,91,2005,1,STEM
7,1297,,,34,60,285,2005,1,STEM
7,1315,,,34,60,285,2005,1,STEM
7,1296,,,34,60,285,2005,1,STEM
7,1314,,,34,60,285,2005,1,STEM
7,1316,,,41,60,347,2005,1,STEM
7,1317,,,,40,175,2005,1,STEM
7,1298,,,41,60,347,2005,1,STEM
7,1318,,,41,60,347,2005,1,STEM
7,1299,,,,40,175,2005,1,STEM
7,1319,,,,40,175,2005,1,STEM
7,1320,,,41,60,347,2005,1,STEM
7,1321,,,,40,175,2005,1,STEM
12,1276,,,8,40,108,2005,1,STEM
7,1670,,,,25,98,2005,1,STEM
7,1671,,,,,19,2005,1,STEM
11,2394,,,18,40,51,2005,1,STEM
10,2378,,,33,45,76,2005,1,STEM
10,2407,,,66,65,118,2005,1,STEM
10,2369,,,83,80,363,2005,1,STEM
10,2377,,,79,80,418,2005,1,STEM
10,2367,,,106,100,686,2005,1,STEM
10,2408,,,60,60,102,2005,1,STEM
10,2370,,,58,60,303,2005,1,STEM
10,2373,,,57,60,298,2005,1,STEM
11,2380,,,40,55,188,2005,1,STEM
11,2383,,,71,70,274,2005,1,STEM
10,2374,,,80,80,301,2005,1,STEM
10,2379,,,86,80,430,2005,1,STEM
10,2372,,,76,80,398,2005,1,STEM
7,4533,,,,20,12,2005,1,STEM
7,9604,,,,20,40,2005,1,STEM
7,4428,,,,20,53,2005,1,STEM
7,4345,,,,20,144,2005,1,STEM
7,28668,,,,,69,2005,1,STEM
6,28676,,,,,29,2005,1,STEM
7,4452,,,,20,75,2005,1,STEM
7,4453,,,,20,36,2005,1,STEM
10,4460,,,,20,6,2005,1,STEM
7,4335,,,,20,26,2005,1,STEM
7,4365,,,,,6,2005,1,STEM
7,4381,,,,20,96,2005,1,STEM
7,4455,,,,20,18,2005,1,STEM
7,4380,,,,20,36,2005,1,STEM
7,4499,,,,20,13,2005,1,STEM
7,4500,,,,20,2,2005,1,STEM
7,4498,,,,20,54,2005,1,STEM
10,4464,,,,20,29,2005,1,STEM
10,4465,,,,,105,2005,1,STEM
7,4334,,,,20,13,2005,1,STEM
7,4364,,,,,6,2005,1,STEM
7,4423,,,,20,125,2005,1,STEM
7,4425,,,,20,248,2005,1,STEM
7,4422,,,,,15,2005,1,STEM
7,4424,,,,20,184,2005,1,STEM
7,4501,,,,20,10,2005,1,STEM
7,4502,,,,,2,2005,1,STEM
7,4624,,,,20,3,2005,1,STEM
7,4503,,,,20,2,2005,1,STEM
10,4481,,,,20,40,2005,1,STEM
10,4527,,,,,27,2005,1,STEM
7,4440,,,,20,36,2005,1,STEM
7,4444,,,,20,33,2005,1,STEM
7,4441,,,,20,13,2005,1,STEM
7,4443,,,,20,64,2005,1,STEM
7,4446,,,,100,37,2005,1,STEM
7,4442,,,,,54,2005,1,STEM
7,4445,,,,20,272,2005,1,STEM
6,4556,,,,20,28,2005,1,STEM
10,4475,,,,20,46,2005,1,STEM
10,4476,,,,20,14,2005,1,STEM
7,4357,,,,20,116,2005,1,STEM
7,4358,,,,25,52,2005,1,STEM
7,4369,,,,20,59,2005,1,STEM
7,4378,,,,20,11,2005,1,STEM
7,4411,,,,40,216,2005,1,STEM
7,4413,,,,120,213,2005,1,STEM
7,4410,,,,20,141,2005,1,STEM
7,4412,,,,20,431,2005,1,STEM
6,4552,,,,25,35,2005,1,STEM
6,28677,,,,,24,2005,1,STEM
7,4567,,,,20,23,2005,1,STEM
7,4505,,,,20,65,2005,1,STEM
7,4504,,,,20,5,2005,1,STEM
7,4510,,,,20,3,2005,1,STEM
7,4519,,,,20,14,2005,1,STEM
7,4454,,,,20,66,2005,1,STEM
7,4449,,,,20,38,2005,1,STEM
7,9603,,,,20,9,2005,1,STEM
7,4509,,,,20,14,2005,1,STEM
7,22020,,,,,166,2005,1,STEM
7,13991,,,,,8,2005,1,STEM
7,13992,,,,,6,2005,1,STEM
7,14000,,,,,4,2005,1,STEM
7,14001,,,,,4,2005,1,STEM
7,14017,,,,,20,2005,1,STEM
7,14018,,,,,7,2005,1,STEM
7,14008,,,,,10,2005,1,STEM
7,14009,,,,,12,2005,1,STEM
6,14034,,,,,5,2005,1,STEM
10,14033,,,,,3,2005,1,STEM
7,13998,,,,,10,2005,1,STEM
7,13999,,,,,3,2005,1,STEM
7,14006,,,,,6,2005,1,STEM
7,14007,,,,,5,2005,1,STEM
7,14025,,,,,11,2005,1,STEM
7,14026,,,,,6,2005,1,STEM
7,14014,,,,,19,2005,1,STEM
7,14015,,,,,4,2005,1,STEM
6,14040,,,,,15,2005,1,STEM
7,14029,,,,,6,2005,1,STEM
7,1037,,,186,240,428,2005,1,STEM
6,1077,,,32,60,83,2005,1,STEM
7,1065,,,55,65,159,2005,1,STEM
7,1036,,,19,40,203,2005,1,STEM
7,10984,,,,40,131,2005,1,STEM
7,10982,,,,40,118,2005,1,STEM
7,10983,,,,40,95,2005,1,STEM
7,1134,,,,,6,2005,1,STEM
7,1034,,,31,50,220,2005,1,STEM
7,1058,,,6,50,138,2005,1,STEM
7,1121,,,13,70,74,2005,1,STEM
6,1137,,,13,40,16,2005,1,STEM
7,1030,,,105,150,479,2005,1,STEM
7,1056,,,6,40,164,2005,1,STEM
6,1136,,,7,40,16,2005,1,STEM
7,1047,,,8,30,74,2005,1,STEM
7,1061,,,1,30,97,2005,1,STEM
7,1122,,,9,30,14,2005,1,STEM
7,1128,,,1,30,18,2005,1,STEM
7,1023,,,35,60,412,2005,1,STEM
7,1123,,,26,40,35,2005,1,STEM
7,1129,,,1,30,13,2005,1,STEM
7,1066,,,,,42,2005,1,STEM
7,8982,,,,20,30,2005,1,STEM
7,8981,,,,20,30,2005,1,STEM
11,7291,,,,40,20,2005,1,STEM
11,7290,,,,40,26,2005,1,STEM
11,7293,,,,40,13,2005,1,STEM
11,7273,,,,40,14,2005,1,STEM
11,7292,,,,40,5,2005,1,STEM
10,4667,,,,30,60,2005,1,STEM
10,4666,,,36,60,325,2005,1,STEM
7,4674,,,36,60,239,2005,1,STEM
10,4746,,,,25,97,2005,1,STEM
10,4752,,,,30,71,2005,1,STEM
14,4794,,,,,12,2005,1,STEM
7,5594,,,53,62,154,2005,1,STEM
7,5595,,,25,60,236,2005,1,STEM
7,5596,,,,60,282,2005,1,STEM
7,8877,,,,35,30,2005,1,STEM
7,8882,,,,35,36,2005,1,STEM
7,5629,,,,45,65,2005,1,STEM
7,5607,,,,80,227,2005,1,STEM
7,5608,,,,80,208,2005,1,STEM
7,8876,,,,25,15,2005,1,STEM
7,5627,,,,45,22,2005,1,STEM
9,5661,,,5,35,136,2005,1,STEM
12,5663,,,6,40,36,2005,1,STEM
12,5656,,,24,65,195,2005,1,STEM
5,6089,,,,30,23,2005,1,STEM
6,10842,,,,30,12,2005,1,STEM
6,6060,,,,30,81,2005,1,STEM
6,6144,,,,30,9,2005,1,STEM
6,6143,,,,30,18,2005,1,STEM
6,6138,,,,30,10,2005,1,STEM
5,10845,,,,,13,2005,1,STEM
6,6139,,,,30,40,2005,1,STEM
6,6062,,,,30,44,2005,1,STEM
6,6066,,,,35,43,2005,1,STEM
5,6091,,,,30,40,2005,1,STEM
6,6065,,,,35,131,2005,1,STEM
6,6147,,,1,20,36,2005,1,STEM
6,6156,,,5,20,47,2005,1,STEM
7,1017,,,49,50,55,2005,1,STEM
7,10234,,,9,25,24,2005,1,STEM
7,7398,,,,25,99,2005,1,STEM
7,7381,,,,25,50,2005,1,STEM
7,7395,,,,50,135,2005,1,STEM
7,7396,,,,50,147,2005,1,STEM
6,2645,,,3,40,157,2005,1,STEM
6,2639,,,14,45,95,2005,1,STEM
6,2641,,,14,40,147,2005,1,STEM
6,9118,,,,20,14,2005,1,STEM
6,2693,,,6,25,16,2005,1,STEM
6,9119,,,,30,22,2005,1,STEM
6,2697,,,,20,3,2005,1,STEM
6,2720,,,,25,15,2005,1,STEM
7,9107,,,,20,3,2005,1,STEM
6,10065,,,3,20,26,2005,1,STEM
6,2644,,,19,55,266,2005,1,STEM
6,2699,,,,20,23,2005,1,STEM
10,2709,,,,20,8,2005,1,STEM
6,2677,,,19,30,96,2005,1,STEM
6,2676,,,,30,81,2005,1,STEM
6,2688,,,4,30,51,2005,1,STEM
6,2736,,,4,15,26,2005,1,STEM
10,2707,,,,20,8,2005,1,STEM
10,2718,,,,20,40,2005,1,STEM
6,2741,,,9,30,45,2005,1,STEM
6,2742,,,2,30,56,2005,1,STEM
6,2670,,,12,30,129,2005,1,STEM
6,2664,,,,1,4,2005,1,STEM
6,2671,,,2,30,50,2005,1,STEM
6,2738,,,5,15,25,2005,1,STEM
6,2729,,,,20,2,2005,1,STEM
7,2715,,,,20,6,2005,1,STEM
7,2712,,,,20,2,2005,1,STEM
6,2730,,,,20,8,2005,1,STEM
6,2643,,,,1,45,2005,1,STEM
7,3413,,,60,50,91,2005,1,STEM
7,3429,,,15,40,15,2005,1,STEM
7,9058,,,,20,9,2005,1,STEM
7,10258,,,,25,19,2005,1,STEM
9,3643,,,73,70,328,2005,1,STEM
9,3653,,,,,1,2005,1,STEM
9,3640,,,72,70,432,2005,1,STEM
9,3671,,,,,24,2005,1,STEM
9,3654,,,,25,50,2005,1,STEM
10,3898,,,16,40,115,2005,1,STEM
10,9008,,,,30,41,2005,1,STEM
11,9006,,,,30,57,2005,1,STEM
10,9007,,,,30,18,2005,1,STEM
10,9005,,,,30,116,2005,1,STEM
10,3909,,,104,100,344,2005,1,STEM
10,3911,,,81,100,269,2005,1,STEM
10,3910,,,89,100,491,2005,1,STEM
11,9014,,,,30,24,2005,1,STEM
10,9013,,,,30,29,2005,1,STEM
10,9012,,,,40,40,2005,1,STEM
11,10308,,,,30,28,2005,1,STEM
11,3934,,,,,66,2005,1,STEM
11,3935,,,,,12,2005,1,STEM
10,3930,,,,,96,2005,1,STEM
10,10238,,,,30,27,2005,1,STEM
10,3928,,,,,47,2005,1,STEM
10,3926,,,,,76,2005,1,STEM
11,3936,,,,25,33,2005,1,STEM
10,3931,,,,25,23,2005,1,STEM
10,3924,,,,25,44,2005,1,STEM
10,10274,,,,30,13,2005,1,STEM
10,3932,,,,25,30,2005,1,STEM
10,3923,,,,25,11,2005,1,STEM
10,3925,,,,25,23,2005,1,STEM
11,3937,,,,,22,2005,1,STEM
10,3933,,,,,13,2005,1,STEM
7,4294,,,23,30,139,2005,1,STEM
7,4332,,,,40,37,2005,1,STEM
7,4311,,,1,15,2,2005,1,STEM
7,4310,,,3,15,20,2005,1,STEM
7,4325,,,41,80,201,2005,1,STEM
7,4330,,,,10,6,2005,1,STEM
7,4295,,,,85,270,2005,1,STEM
7,4321,,,,5,1,2005,1,STEM
12,3867,,,29,50,161,2005,1,STEM
12,3864,,,,,100,2005,1,STEM
12,3892,,,34,60,54,2005,1,STEM
12,3890,,,107,100,191,2005,1,STEM
12,3866,,,,,132,2005,1,STEM
12,3878,,,,,1,2005,1,STEM
6,9997,,,,15,11,2005,1,STEM
6,9915,,,,15,20,2005,1,STEM
1,5304,,,,20,21,2005,1,STEM
3,9906,,,,,7,2005,1,STEM
2,9900,,,,15,17,2005,1,STEM
5,5153,,,,30,105,2005,1,STEM
6,9921,,,,10,22,2005,1,STEM
6,9919,,,,10,15,2005,1,STEM
3,5335,,,,20,35,2005,1,STEM
9,5383,,,,15,29,2005,1,STEM
12,5341,,,,15,18,2005,1,STEM
3,5336,,,,10,6,2005,1,STEM
9,9979,,,,10,22,2005,1,STEM
12,9955,,,,15,17,2005,1,STEM
6,9928,,,,10,91,2005,1,STEM
6,9929,,,,,18,2005,1,STEM
1,9878,,,,,6,2005,1,STEM
3,9905,,,,20,32,2005,1,STEM
4,9963,,,,20,18,2005,1,STEM
2,9899,,,,10,12,2005,1,STEM
6,5077,,,,10,32,2005,1,STEM
6,9917,,,,7,32,2005,1,STEM
6,9930,,,,20,35,2005,1,STEM
5,9968,,,,,2,2005,1,STEM
5,5350,,,,15,27,2005,1,STEM
5,5347,,,,25,48,2005,1,STEM
12,9953,,,,10,7,2005,1,STEM
6,9931,,,,15,27,2005,1,STEM
