Region,Codigo region,Comuna,Codigo comuna,Poblacion,Casos Confirmados
Arica y Parinacota,15,Arica,15101,247552.0,31735.0
Arica y Parinacota,15,Camarones,15102,1233.0,73.0
Arica y Parinacota,15,General Lagos,15202,810.0,88.0
Arica y Parinacota,15,Putre,15201,2515.0,217.0
Arica y Parinacota,15,Desconocido Arica y Parinacota,,,234.0
Tarapacá,1,Alto Hospicio,1107,129999.0,16802.0
Tarapacá,1,Camina,1402,1375.0,233.0
Tarapacá,1,Colchane,1403,1583.0,195.0
Tarapacá,1,Huara,1404,3000.0,496.0
Tarapacá,1,Iquique,1101,223463.0,32005.0
Tarapacá,1,Pica,1405,5958.0,1065.0
Tarapacá,1,Pozo Almonte,1401,17395.0,2497.0
Tarapacá,1,Desconocido Tarapaca,,,949.0
Antofagasta,2,Antofagasta,2101,425725.0,42837.0
Antofagasta,2,Calama,2201,190336.0,19948.0
Antofagasta,2,Maria Elena,2302,6814.0,746.0
Antofagasta,2,Mejillones,2102,14776.0,2061.0
Antofagasta,2,Ollague,2202,287.0,54.0
Antofagasta,2,San Pedro de Atacama,2203,10434.0,1232.0
Antofagasta,2,Sierra Gorda,2103,1746.0,194.0
Antofagasta,2,Taltal,2104,13657.0,1066.0
Antofagasta,2,Tocopilla,2301,28079.0,2615.0
Antofagasta,2,Desconocido Antofagasta,,,752.0
Atacama,3,Alto del Carmen,3302,5729.0,310.0
Atacama,3,Caldera,3102,19426.0,1929.0
Atacama,3,Chanaral,3201,13164.0,1169.0
Atacama,3,Copiapo,3101,171766.0,17554.0
Atacama,3,Diego de Almagro,3202,14358.0,1472.0
Atacama,3,Freirina,3303,7681.0,719.0
Atacama,3,Huasco,3304,11264.0,961.0
Atacama,3,Tierra Amarilla,3103,14312.0,1589.0
Atacama,3,Vallenar,3301,57009.0,5943.0
Atacama,3,Desconocido Atacama,,,117.0
Coquimbo,4,Andacollo,4103,11791.0,656.0
Coquimbo,4,Canela,4202,9546.0,532.0
Coquimbo,4,Combarbala,4302,13884.0,895.0
Coquimbo,4,Coquimbo,4102,256735.0,19370.0
Coquimbo,4,Illapel,4201,32801.0,2651.0
Coquimbo,4,La Higuera,4104,4450.0,418.0
Coquimbo,4,La Serena,4101,249656.0,18764.0
Coquimbo,4,Los Vilos,4203,23374.0,2237.0
Coquimbo,4,Monte Patria,4303,32527.0,2084.0
Coquimbo,4,Ovalle,4301,121269.0,9871.0
Coquimbo,4,Paiguano,4105,4675.0,398.0
Coquimbo,4,Punitaqui,4304,12165.0,1024.0
Coquimbo,4,Rio Hurtado,4305,4372.0,250.0
Coquimbo,4,Salamanca,4204,29110.0,2012.0
Coquimbo,4,Vicuna,4106,29741.0,2216.0
Coquimbo,4,Desconocido Coquimbo,,,266.0
Valparaíso,5,Algarrobo,5602,15174.0,1411.0
Valparaíso,5,Cabildo,5402,20663.0,1630.0
Valparaíso,5,Calera,5502,53591.0,5430.0
Valparaíso,5,Calle Larga,5302,16482.0,1414.0
Valparaíso,5,Cartagena,5603,25357.0,2883.0
Valparaíso,5,Casablanca,5102,29170.0,2472.0
Valparaíso,5,Catemu,5702,15213.0,1280.0
Valparaíso,5,Concon,5103,45889.0,3963.0
Valparaíso,5,El Quisco,5604,17742.0,1679.0
Valparaíso,5,El Tabo,5605,14338.0,1610.0
Valparaíso,5,Hijuelas,5503,19099.0,1524.0
Valparaíso,5,Isla de Pascua,5201,8277.0,9.0
Valparaíso,5,Juan Fernandez,5104,1033.0,1.0
Valparaíso,5,La Cruz,5504,25321.0,2050.0
Valparaíso,5,La Ligua,5401,37739.0,3641.0
Valparaíso,5,Limache,5802,49931.0,4534.0
Valparaíso,5,Llaillay,5703,26533.0,2489.0
Valparaíso,5,Los Andes,5301,68093.0,6355.0
Valparaíso,5,Nogales,5506,23490.0,1967.0
Valparaíso,5,Olmue,5803,19266.0,1630.0
Valparaíso,5,Panquehue,5704,7633.0,609.0
Valparaíso,5,Papudo,5403,6201.0,565.0
Valparaíso,5,Petorca,5404,10558.0,848.0
Valparaíso,5,Puchuncavi,5105,20071.0,1814.0
Valparaíso,5,Putaendo,5705,17645.0,1364.0
Valparaíso,5,Quillota,5501,97572.0,8917.0
Valparaíso,5,Quilpue,5801,167085.0,14460.0
Valparaíso,5,Quintero,5107,36135.0,3323.0
Valparaíso,5,Rinconada,5303,11263.0,825.0
Valparaíso,5,San Antonio,5601,96761.0,9979.0
Valparaíso,5,San Esteban,5304,20643.0,1513.0
Valparaíso,5,San Felipe,5701,83494.0,7237.0
Valparaíso,5,Santa Maria,5706,16367.0,1416.0
Valparaíso,5,Santo Domingo,5606,11934.0,1067.0
Valparaíso,5,Valparaiso,5101,315732.0,36006.0
Valparaíso,5,Villa Alemana,5804,139310.0,12609.0
Valparaíso,5,Vina del Mar,5109,361371.0,35043.0
Valparaíso,5,Zapallar,5405,7994.0,674.0
Valparaíso,5,Desconocido Valparaiso,,,1311.0
Metropolitana,13,Alhue,13502,7405.0,828.0
Metropolitana,13,Buin,13402,109641.0,11841.0
Metropolitana,13,Calera de Tango,13403,28525.0,2829.0
Metropolitana,13,Cerrillos,13102,88956.0,9227.0
Metropolitana,13,Cerro Navia,13103,142465.0,19666.0
Metropolitana,13,Colina,13301,180353.0,16736.0
Metropolitana,13,Conchali,13104,139195.0,15941.0
Metropolitana,13,Curacavi,13503,36430.0,4286.0
Metropolitana,13,El Bosque,13105,172000.0,23145.0
Metropolitana,13,El Monte,13602,40014.0,4374.0
Metropolitana,13,Estacion Central,13106,206792.0,20293.0
Metropolitana,13,Huechuraba,13107,112528.0,11105.0
Metropolitana,13,Independencia,13108,142065.0,15791.0
Metropolitana,13,Isla de Maipo,13603,40171.0,4387.0
Metropolitana,13,La Cisterna,13109,100434.0,11320.0
Metropolitana,13,La Florida,13110,402433.0,46447.0
Metropolitana,13,La Granja,13111,122557.0,18142.0
Metropolitana,13,La Pintana,13112,189335.0,27852.0
Metropolitana,13,La Reina,13113,100252.0,8197.0
Metropolitana,13,Lampa,13302,126898.0,11772.0
Metropolitana,13,Las Condes,13114,330759.0,22214.0
Metropolitana,13,Lo Barnechea,13115,124076.0,10878.0
Metropolitana,13,Lo Espejo,13116,103865.0,11889.0
Metropolitana,13,Lo Prado,13117,104403.0,15268.0
Metropolitana,13,Macul,13118,134635.0,15048.0
Metropolitana,13,Maipu,13119,578605.0,52869.0
Metropolitana,13,Maria Pinto,13504,14926.0,1793.0
Metropolitana,13,Melipilla,13501,141612.0,13601.0
Metropolitana,13,Nunoa,13120,250192.0,19379.0
Metropolitana,13,Padre Hurtado,13604,74188.0,9307.0
Metropolitana,13,Paine,13404,82766.0,8315.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,14009.0
Metropolitana,13,Penaflor,13605,101058.0,10299.0
Metropolitana,13,Penalolen,13122,266798.0,34638.0
Metropolitana,13,Pirque,13202,30433.0,3696.0
Metropolitana,13,Providencia,13123,157749.0,11406.0
Metropolitana,13,Pudahuel,13124,253139.0,31240.0
Metropolitana,13,Puente Alto,13201,645909.0,79292.0
Metropolitana,13,Quilicura,13125,254694.0,24450.0
Metropolitana,13,Quinta Normal,13126,136368.0,18110.0
Metropolitana,13,Recoleta,13127,190075.0,20557.0
Metropolitana,13,Renca,13128,160847.0,26283.0
Metropolitana,13,San Bernardo,13401,334836.0,38545.0
Metropolitana,13,San Joaquin,13129,103485.0,14581.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,2072.0
Metropolitana,13,San Miguel,13130,133059.0,17533.0
Metropolitana,13,San Pedro,13505,11953.0,1080.0
Metropolitana,13,San Ramon,13131,86510.0,11650.0
Metropolitana,13,Santiago,13101,503147.0,49823.0
Metropolitana,13,Talagante,13601,81838.0,6110.0
Metropolitana,13,Tiltil,13303,21477.0,2120.0
Metropolitana,13,Vitacura,13132,96774.0,6074.0
Metropolitana,13,Desconocido Metropolitana,,,13733.0
O’Higgins,6,Chepica,6302,15925.0,1286.0
O’Higgins,6,Chimbarongo,6303,37696.0,2465.0
O’Higgins,6,Codegua,6102,14096.0,1212.0
O’Higgins,6,Coinco,6103,7831.0,626.0
O’Higgins,6,Coltauco,6104,21263.0,1535.0
O’Higgins,6,Donihue,6105,22700.0,1969.0
O’Higgins,6,Graneros,6106,36504.0,3443.0
O’Higgins,6,La Estrella,6202,3114.0,213.0
O’Higgins,6,Las Cabras,6107,26749.0,2785.0
O’Higgins,6,Litueche,6203,6765.0,629.0
O’Higgins,6,Lolol,6304,7289.0,332.0
O’Higgins,6,Machali,6108,59913.0,4344.0
O’Higgins,6,Malloa,6109,14163.0,1192.0
O’Higgins,6,Marchihue,6204,7632.0,554.0
O’Higgins,6,Mostazal,6110,27462.0,2275.0
O’Higgins,6,Nancagua,6305,19141.0,1645.0
O’Higgins,6,Navidad,6205,6904.0,617.0
O’Higgins,6,Olivar,6111,14624.0,1505.0
O’Higgins,6,Palmilla,6306,13299.0,970.0
O’Higgins,6,Paredones,6206,6349.0,568.0
O’Higgins,6,Peralillo,6307,11848.0,962.0
O’Higgins,6,Peumo,6112,14952.0,1283.0
O’Higgins,6,Pichidegua,6113,20743.0,1905.0
O’Higgins,6,Pichilemu,6201,17882.0,1451.0
O’Higgins,6,Placilla,6308,9164.0,822.0
O’Higgins,6,Pumanque,6309,3531.0,259.0
O’Higgins,6,Quinta de Tilcoco,6114,13877.0,942.0
O’Higgins,6,Rancagua,6101,265211.0,26732.0
O’Higgins,6,Rengo,6115,63710.0,6243.0
O’Higgins,6,Requinoa,6116,30371.0,2691.0
O’Higgins,6,San Fernando,6301,78642.0,7193.0
O’Higgins,6,San Vicente,6117,50617.0,4561.0
O’Higgins,6,Santa Cruz,6310,41096.0,2812.0
O’Higgins,6,Desconocido O’Higgins,,,376.0
Maule,7,Cauquenes,7201,44143.0,3416.0
Maule,7,Chanco,7202,9331.0,577.0
Maule,7,Colbun,7402,22565.0,2481.0
Maule,7,Constitucion,7102,50348.0,5271.0
Maule,7,Curepto,7103,9426.0,709.0
Maule,7,Curico,7301,163626.0,21195.0
Maule,7,Empedrado,7104,4206.0,365.0
Maule,7,Hualane,7302,10222.0,989.0
Maule,7,Licanten,7303,6989.0,727.0
Maule,7,Linares,7401,101073.0,10421.0
Maule,7,Longavi,7403,32810.0,3817.0
Maule,7,Maule,7105,60000.0,5562.0
Maule,7,Molina,7304,49800.0,5272.0
Maule,7,Parral,7404,44544.0,4987.0
Maule,7,Pelarco,7106,9083.0,902.0
Maule,7,Pelluhue,7203,8092.0,800.0
Maule,7,Pencahue,7107,8601.0,837.0
Maule,7,Rauco,7305,11248.0,1426.0
Maule,7,Retiro,7405,21071.0,2081.0
Maule,7,Rio Claro,7108,14753.0,1584.0
Maule,7,Romeral,7306,16170.0,2126.0
Maule,7,Sagrada Familia,7307,19469.0,1634.0
Maule,7,San Clemente,7109,46292.0,4920.0
Maule,7,San Javier,7406,49451.0,5460.0
Maule,7,San Rafael,7110,9959.0,1232.0
