Region,Codigo region,Comuna,Codigo comuna,Poblacion,Casos Confirmados
Arica y Parinacota,15,Arica,15101,247552.0,25913.0
Arica y Parinacota,15,Camarones,15102,1233.0,60.0
Arica y Parinacota,15,General Lagos,15202,810.0,79.0
Arica y Parinacota,15,Putre,15201,2515.0,176.0
Arica y Parinacota,15,Desconocido Arica y Parinacota,,,184.0
Tarapacá,01,Alto Hospicio,01107,129999.0,14035.0
Tarapacá,01,Camina,01402,1375.0,189.0
Tarapacá,01,Colchane,01403,1583.0,139.0
Tarapacá,01,Huara,01404,3000.0,408.0
Tarapacá,01,Iquique,01101,223463.0,26785.0
Tarapacá,01,Pica,01405,5958.0,919.0
Tarapacá,01,Pozo Almonte,01401,17395.0,2108.0
Tarapacá,01,Desconocido Tarapaca,,,973.0
Antofagasta,02,Antofagasta,02101,425725.0,36101.0
Antofagasta,02,Calama,02201,190336.0,16185.0
Antofagasta,02,Maria Elena,02302,6814.0,629.0
Antofagasta,02,Mejillones,02102,14776.0,1824.0
Antofagasta,02,Ollague,02202,287.0,32.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,871.0
Antofagasta,02,Sierra Gorda,02103,1746.0,156.0
Antofagasta,02,Taltal,02104,13657.0,798.0
Antofagasta,02,Tocopilla,02301,28079.0,1809.0
Antofagasta,02,Desconocido Antofagasta,,,674.0
Atacama,03,Alto del Carmen,03302,5729.0,219.0
Atacama,03,Caldera,03102,19426.0,1312.0
Atacama,03,Chanaral,03201,13164.0,788.0
Atacama,03,Copiapo,03101,171766.0,13167.0
Atacama,03,Diego de Almagro,03202,14358.0,1069.0
Atacama,03,Freirina,03303,7681.0,586.0
Atacama,03,Huasco,03304,11264.0,701.0
Atacama,03,Tierra Amarilla,03103,14312.0,1199.0
Atacama,03,Vallenar,03301,57009.0,4269.0
Atacama,03,Desconocido Atacama,,,87.0
Coquimbo,04,Andacollo,04103,11791.0,477.0
Coquimbo,04,Canela,04202,9546.0,410.0
Coquimbo,04,Combarbala,04302,13884.0,561.0
Coquimbo,04,Coquimbo,04102,256735.0,14113.0
Coquimbo,04,Illapel,04201,32801.0,1795.0
Coquimbo,04,La Higuera,04104,4450.0,315.0
Coquimbo,04,La Serena,04101,249656.0,13970.0
Coquimbo,04,Los Vilos,04203,23374.0,1599.0
Coquimbo,04,Monte Patria,04303,32527.0,1601.0
Coquimbo,04,Ovalle,04301,121269.0,7863.0
Coquimbo,04,Paiguano,04105,4675.0,221.0
Coquimbo,04,Punitaqui,04304,12165.0,775.0
Coquimbo,04,Rio Hurtado,04305,4372.0,199.0
Coquimbo,04,Salamanca,04204,29110.0,1475.0
Coquimbo,04,Vicuna,04106,29741.0,1398.0
Coquimbo,04,Desconocido Coquimbo,,,283.0
Valparaíso,05,Algarrobo,05602,15174.0,955.0
Valparaíso,05,Cabildo,05402,20663.0,1246.0
Valparaíso,05,Calera,05502,53591.0,4316.0
Valparaíso,05,Calle Larga,05302,16482.0,1078.0
Valparaíso,05,Cartagena,05603,25357.0,1732.0
Valparaíso,05,Casablanca,05102,29170.0,2038.0
Valparaíso,05,Catemu,05702,15213.0,926.0
Valparaíso,05,Concon,05103,45889.0,3024.0
Valparaíso,05,El Quisco,05604,17742.0,1043.0
Valparaíso,05,El Tabo,05605,14338.0,1016.0
Valparaíso,05,Hijuelas,05503,19099.0,1225.0
Valparaíso,05,Isla de Pascua,05201,8277.0,10.0
Valparaíso,05,Juan Fernandez,05104,1033.0,1.0
Valparaíso,05,La Cruz,05504,25321.0,1583.0
Valparaíso,05,La Ligua,05401,37739.0,2598.0
Valparaíso,05,Limache,05802,49931.0,3543.0
Valparaíso,05,Llaillay,05703,26533.0,1577.0
Valparaíso,05,Los Andes,05301,68093.0,4692.0
Valparaíso,05,Nogales,05506,23490.0,1563.0
Valparaíso,05,Olmue,05803,19266.0,1176.0
Valparaíso,05,Panquehue,05704,7633.0,446.0
Valparaíso,05,Papudo,05403,6201.0,449.0
Valparaíso,05,Petorca,05404,10558.0,514.0
Valparaíso,05,Puchuncavi,05105,20071.0,1183.0
Valparaíso,05,Putaendo,05705,17645.0,925.0
Valparaíso,05,Quillota,05501,97572.0,7160.0
Valparaíso,05,Quilpue,05801,167085.0,11258.0
Valparaíso,05,Quintero,05107,36135.0,2417.0
Valparaíso,05,Rinconada,05303,11263.0,577.0
Valparaíso,05,San Antonio,05601,96761.0,6891.0
Valparaíso,05,San Esteban,05304,20643.0,1088.0
Valparaíso,05,San Felipe,05701,83494.0,5316.0
Valparaíso,05,Santa Maria,05706,16367.0,1066.0
Valparaíso,05,Santo Domingo,05606,11934.0,696.0
Valparaíso,05,Valparaiso,05101,315732.0,29433.0
Valparaíso,05,Villa Alemana,05804,139310.0,9883.0
Valparaíso,05,Vina del Mar,05109,361371.0,28026.0
Valparaíso,05,Zapallar,05405,7994.0,484.0
Valparaíso,05,Desconocido Valparaiso,,,1260.0
Metropolitana,13,Alhue,13502,7405.0,698.0
Metropolitana,13,Buin,13402,109641.0,8719.0
Metropolitana,13,Calera de Tango,13403,28525.0,2007.0
Metropolitana,13,Cerrillos,13102,88956.0,7285.0
Metropolitana,13,Cerro Navia,13103,142465.0,15919.0
Metropolitana,13,Colina,13301,180353.0,12666.0
Metropolitana,13,Conchali,13104,139195.0,13021.0
Metropolitana,13,Curacavi,13503,36430.0,3118.0
Metropolitana,13,El Bosque,13105,172000.0,18505.0
Metropolitana,13,El Monte,13602,40014.0,3465.0
