Region,Codigo region,Comuna,Codigo comuna,Poblacion,Casos Confirmados
Arica y Parinacota,15,Arica,15101,247552.0,20894.0
Arica y Parinacota,15,Camarones,15102,1233.0,54.0
Arica y Parinacota,15,General Lagos,15202,810.0,72.0
Arica y Parinacota,15,Putre,15201,2515.0,164.0
Arica y Parinacota,15,Desconocido Arica y Parinacota,,,109.0
Tarapacá,1,Alto Hospicio,1107,129999.0,11532.0
Tarapacá,1,Camina,1402,1375.0,137.0
Tarapacá,1,Colchane,1403,1583.0,134.0
Tarapacá,1,Huara,1404,3000.0,379.0
Tarapacá,1,Iquique,1101,223463.0,22892.0
Tarapacá,1,Pica,1405,5958.0,806.0
Tarapacá,1,Pozo Almonte,1401,17395.0,1926.0
Tarapacá,1,Desconocido Tarapaca,,,868.0
Antofagasta,2,Antofagasta,2101,425725.0,31869.0
Antofagasta,2,Calama,2201,190336.0,12961.0
Antofagasta,2,Maria Elena,2302,6814.0,559.0
Antofagasta,2,Mejillones,2102,14776.0,1684.0
Antofagasta,2,Ollague,2202,287.0,32.0
Antofagasta,2,San Pedro de Atacama,2203,10434.0,765.0
Antofagasta,2,Sierra Gorda,2103,1746.0,128.0
Antofagasta,2,Taltal,2104,13657.0,681.0
Antofagasta,2,Tocopilla,2301,28079.0,1488.0
Antofagasta,2,Desconocido Antofagasta,,,553.0
Atacama,3,Alto del Carmen,3302,5729.0,169.0
Atacama,3,Caldera,3102,19426.0,1035.0
Atacama,3,Chanaral,3201,13164.0,584.0
Atacama,3,Copiapo,3101,171766.0,9775.0
Atacama,3,Diego de Almagro,3202,14358.0,813.0
Atacama,3,Freirina,3303,7681.0,448.0
Atacama,3,Huasco,3304,11264.0,582.0
Atacama,3,Tierra Amarilla,3103,14312.0,875.0
Atacama,3,Vallenar,3301,57009.0,3086.0
Atacama,3,Desconocido Atacama,,,60.0
Coquimbo,4,Andacollo,4103,11791.0,428.0
Coquimbo,4,Canela,4202,9546.0,309.0
Coquimbo,4,Combarbala,4302,13884.0,399.0
Coquimbo,4,Coquimbo,4102,256735.0,10717.0
Coquimbo,4,Illapel,4201,32801.0,1356.0
Coquimbo,4,La Higuera,4104,4450.0,222.0
Coquimbo,4,La Serena,4101,249656.0,10602.0
Coquimbo,4,Los Vilos,4203,23374.0,1134.0
Coquimbo,4,Monte Patria,4303,32527.0,1276.0
Coquimbo,4,Ovalle,4301,121269.0,6219.0
Coquimbo,4,Paiguano,4105,4675.0,181.0
Coquimbo,4,Punitaqui,4304,12165.0,554.0
Coquimbo,4,Rio Hurtado,4305,4372.0,124.0
Coquimbo,4,Salamanca,4204,29110.0,966.0
Coquimbo,4,Vicuna,4106,29741.0,1070.0
Coquimbo,4,Desconocido Coquimbo,,,220.0
Valparaíso,5,Algarrobo,5602,15174.0,679.0
Valparaíso,5,Cabildo,5402,20663.0,1031.0
Valparaíso,5,Calera,5502,53591.0,3281.0
Valparaíso,5,Calle Larga,5302,16482.0,803.0
Valparaíso,5,Cartagena,5603,25357.0,1152.0
Valparaíso,5,Casablanca,5102,29170.0,1609.0
Valparaíso,5,Catemu,5702,15213.0,785.0
Valparaíso,5,Concon,5103,45889.0,2404.0
Valparaíso,5,El Quisco,5604,17742.0,704.0
Valparaíso,5,El Tabo,5605,14338.0,737.0
Valparaíso,5,Hijuelas,5503,19099.0,883.0
Valparaíso,5,Isla de Pascua,5201,8277.0,12.0
Valparaíso,5,Juan Fernandez,5104,1033.0,1.0
Valparaíso,5,La Cruz,5504,25321.0,1164.0
Valparaíso,5,La Ligua,5401,37739.0,2135.0
