Region,Codigo region,Comuna,Codigo comuna,Poblacion,Casos Confirmados
Arica y Parinacota,15,Arica,15101,247552.0,25609.0
Arica y Parinacota,15,Camarones,15102,1233.0,60.0
Arica y Parinacota,15,General Lagos,15202,810.0,79.0
Arica y Parinacota,15,Putre,15201,2515.0,175.0
Arica y Parinacota,15,Desconocido Arica y Parinacota,,,177.0
Tarapacá,01,Alto Hospicio,01107,129999.0,13924.0
Tarapacá,01,Camina,01402,1375.0,183.0
Tarapacá,01,Colchane,01403,1583.0,139.0
Tarapacá,01,Huara,01404,3000.0,403.0
Tarapacá,01,Iquique,01101,223463.0,26610.0
Tarapacá,01,Pica,01405,5958.0,910.0
Tarapacá,01,Pozo Almonte,01401,17395.0,2093.0
Tarapacá,01,Desconocido Tarapaca,,,968.0
Antofagasta,02,Antofagasta,02101,425725.0,35815.0
Antofagasta,02,Calama,02201,190336.0,15983.0
Antofagasta,02,Maria Elena,02302,6814.0,627.0
Antofagasta,02,Mejillones,02102,14776.0,1810.0
Antofagasta,02,Ollague,02202,287.0,33.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,868.0
Antofagasta,02,Sierra Gorda,02103,1746.0,154.0
Antofagasta,02,Taltal,02104,13657.0,794.0
Antofagasta,02,Tocopilla,02301,28079.0,1784.0
Antofagasta,02,Desconocido Antofagasta,,,666.0
Atacama,03,Alto del Carmen,03302,5729.0,216.0
Atacama,03,Caldera,03102,19426.0,1289.0
Atacama,03,Chanaral,03201,13164.0,783.0
Atacama,03,Copiapo,03101,171766.0,12975.0
Atacama,03,Diego de Almagro,03202,14358.0,1040.0
Atacama,03,Freirina,03303,7681.0,580.0
Atacama,03,Huasco,03304,11264.0,690.0
Atacama,03,Tierra Amarilla,03103,14312.0,1169.0
Atacama,03,Vallenar,03301,57009.0,4184.0
Atacama,03,Desconocido Atacama,,,87.0
Coquimbo,04,Andacollo,04103,11791.0,471.0
Coquimbo,04,Canela,04202,9546.0,410.0
Coquimbo,04,Combarbala,04302,13884.0,537.0
Coquimbo,04,Coquimbo,04102,256735.0,13845.0
Coquimbo,04,Illapel,04201,32801.0,1769.0
Coquimbo,04,La Higuera,04104,4450.0,310.0
Coquimbo,04,La Serena,04101,249656.0,13730.0
Coquimbo,04,Los Vilos,04203,23374.0,1567.0
Coquimbo,04,Monte Patria,04303,32527.0,1561.0
Coquimbo,04,Ovalle,04301,121269.0,7678.0
Coquimbo,04,Paiguano,04105,4675.0,217.0
Coquimbo,04,Punitaqui,04304,12165.0,749.0
Coquimbo,04,Rio Hurtado,04305,4372.0,184.0
Coquimbo,04,Salamanca,04204,29110.0,1421.0
Coquimbo,04,Vicuna,04106,29741.0,1327.0
Coquimbo,04,Desconocido Coquimbo,,,273.0
Valparaíso,05,Algarrobo,05602,15174.0,936.0
Valparaíso,05,Cabildo,05402,20663.0,1230.0
Valparaíso,05,Calera,05502,53591.0,4232.0
Valparaíso,05,Calle Larga,05302,16482.0,1046.0
Valparaíso,05,Cartagena,05603,25357.0,1671.0
Valparaíso,05,Casablanca,05102,29170.0,2012.0
Valparaíso,05,Catemu,05702,15213.0,927.0
Valparaíso,05,Concon,05103,45889.0,2959.0
Valparaíso,05,El Quisco,05604,17742.0,1014.0
Valparaíso,05,El Tabo,05605,14338.0,988.0
Valparaíso,05,Hijuelas,05503,19099.0,1219.0
Valparaíso,05,Isla de Pascua,05201,8277.0,9.0
Valparaíso,05,Juan Fernandez,05104,1033.0,1.0
Valparaíso,05,La Cruz,05504,25321.0,1553.0
Valparaíso,05,La Ligua,05401,37739.0,2565.0
Valparaíso,05,Limache,05802,49931.0,3487.0
Valparaíso,05,Llaillay,05703,26533.0,1553.0
Valparaíso,05,Los Andes,05301,68093.0,4521.0
Valparaíso,05,Nogales,05506,23490.0,1531.0
Valparaíso,05,Olmue,05803,19266.0,1152.0
Valparaíso,05,Panquehue,05704,7633.0,429.0
Valparaíso,05,Papudo,05403,6201.0,443.0
Valparaíso,05,Petorca,05404,10558.0,506.0
Valparaíso,05,Puchuncavi,05105,20071.0,1155.0
Valparaíso,05,Putaendo,05705,17645.0,891.0
Valparaíso,05,Quillota,05501,97572.0,7048.0
Valparaíso,05,Quilpue,05801,167085.0,11057.0
Valparaíso,05,Quintero,05107,36135.0,2366.0
Valparaíso,05,Rinconada,05303,11263.0,546.0
Valparaíso,05,San Antonio,05601,96761.0,6697.0
Valparaíso,05,San Esteban,05304,20643.0,1053.0
Valparaíso,05,San Felipe,05701,83494.0,5195.0
Valparaíso,05,Santa Maria,05706,16367.0,1042.0
Valparaíso,05,Santo Domingo,05606,11934.0,680.0
Valparaíso,05,Valparaiso,05101,315732.0,29020.0
Valparaíso,05,Villa Alemana,05804,139310.0,9755.0
Valparaíso,05,Vina del Mar,05109,361371.0,27645.0
Valparaíso,05,Zapallar,05405,7994.0,469.0
Valparaíso,05,Desconocido Valparaiso,,,1206.0
Metropolitana,13,Alhue,13502,7405.0,682.0
Metropolitana,13,Buin,13402,109641.0,8505.0
Metropolitana,13,Calera de Tango,13403,28525.0,1962.0
Metropolitana,13,Cerrillos,13102,88956.0,7143.0
